Death by Date of Death,Total Cases by Date of Specimen collection,Total Molecular Cases by Date of Specimen Collection,County,Date,Total Antigen Cases by Date of Specimen Collection
0,5,20,Yancey,2021-09-14,5
0,6,23,Alamance,2021-04-27,6
0,6,7,Alamance,2021-05-01,6
0,6,3,Alamance,2021-06-07,6
0,6,19,Alamance,2021-07-19,6
0,6,65,Alamance,2021-08-02,6
0,6,16,Alexander,2021-07-19,6
0,6,9,Alexander,2021-07-27,6
0,6,8,Alexander,2021-07-30,6
0,6,17,Alexander,2021-08-02,6
0,6,0,Alleghany,2021-05-04,6
0,6,21,Anson,2021-08-18,6
0,6,16,Anson,2021-09-01,6
0,6,29,Anson,2021-09-08,6
0,6,6,Ashe,2021-08-12,6
0,6,5,Beaufort,2021-04-27,6
0,6,19,Beaufort,2021-08-12,6
0,6,30,Beaufort,2021-08-25,6
0,6,5,Bladen,2021-04-13,6
0,6,10,Bladen,2021-07-30,6
0,6,11,Bladen,2021-09-05,6
0,6,12,Brunswick,2021-04-13,6
0,6,3,Brunswick,2021-05-25,6
0,6,39,Brunswick,2021-07-23,6
0,6,25,Brunswick,2021-07-24,6
0,6,23,Buncombe,2021-03-25,6
0,6,11,Buncombe,2021-05-07,6
0,6,8,Buncombe,2021-05-16,6
0,6,8,Buncombe,2021-05-25,6
0,6,6,Buncombe,2021-07-02,6
0,6,11,Burke,2021-03-29,6
0,6,12,Burke,2021-04-06,6
0,6,10,Burke,2021-07-19,6
0,6,16,Burke,2021-07-31,6
0,6,32,Burke,2021-08-14,6
0,6,22,Cabarrus,2021-04-24,6
0,6,23,Cabarrus,2021-05-01,6
0,6,10,Cabarrus,2021-05-24,6
0,6,7,Cabarrus,2021-05-28,6
0,6,13,Cabarrus,2021-06-16,6
0,6,6,Cabarrus,2021-06-22,6
0,6,14,Cabarrus,2021-06-29,6
0,6,12,Cabarrus,2021-07-17,6
0,6,36,Cabarrus,2021-07-18,6
0,6,2,Caldwell,2021-05-05,6
0,6,28,Caldwell,2021-08-02,6
0,6,13,Caldwell,2021-08-03,6
0,6,52,Caldwell,2021-08-09,6
0,6,39,Caldwell,2021-08-10,6
0,6,24,Caldwell,2021-08-15,6
0,6,46,Caldwell,2021-08-19,6
0,6,55,Caldwell,2021-09-03,6
0,6,5,Carteret,2021-04-21,6
0,6,1,Carteret,2021-05-07,6
0,6,0,Carteret,2021-05-13,6
0,6,7,Carteret,2021-07-21,6
0,6,4,Carteret,2021-07-23,6
0,6,5,Catawba,2021-07-13,6
0,6,20,Catawba,2021-07-24,6
0,6,35,Catawba,2021-08-01,6
0,6,1,Chatham,2021-03-27,6
0,6,9,Chatham,2021-03-29,6
0,6,7,Chatham,2021-04-08,6
0,6,19,Chatham,2021-08-05,6
0,6,20,Chatham,2021-08-11,6
0,6,24,Chatham,2021-08-27,6
0,6,31,Chatham,2021-09-02,6
0,6,4,Cherokee,2021-07-27,6
0,6,26,Cherokee,2021-08-05,6
0,6,41,Cherokee,2021-08-09,6
0,6,5,Cherokee,2021-09-11,6
0,6,10,Cleveland,2021-03-26,6
0,6,1,Cleveland,2021-03-27,6
0,6,11,Cleveland,2021-03-29,6
0,6,9,Cleveland,2021-04-09,6
0,6,6,Cleveland,2021-06-10,6
0,6,21,Cleveland,2021-07-21,6
0,6,17,Cleveland,2021-09-17,6
0,6,2,Columbus,2021-03-25,6
0,6,4,Columbus,2021-03-29,6
0,6,3,Columbus,2021-04-08,6
0,6,4,Columbus,2021-04-26,6
0,6,3,Columbus,2021-05-05,6
0,6,18,Craven,2021-05-03,6
0,6,10,Craven,2021-05-11,6
0,6,2,Craven,2021-05-19,6
0,6,38,Craven,2021-09-05,6
0,6,24,Cumberland,2021-05-16,6
0,6,25,Cumberland,2021-05-23,6
0,6,25,Cumberland,2021-06-04,6
0,6,24,Cumberland,2021-06-08,6
0,6,22,Cumberland,2021-06-14,6
0,6,9,Cumberland,2021-06-18,6
0,6,20,Cumberland,2021-06-21,6
0,6,18,Cumberland,2021-06-30,6
0,6,47,Cumberland,2021-07-07,6
0,6,6,Currituck,2021-08-04,6
0,6,10,Currituck,2021-08-23,6
0,6,18,Currituck,2021-08-25,6
0,6,13,Currituck,2021-09-02,6
0,6,38,Davidson,2021-04-19,6
0,6,1,Davidson,2021-07-09,6
0,6,27,Davidson,2021-07-23,6
0,6,45,Davidson,2021-07-28,6
0,6,42,Davidson,2021-07-29,6
0,6,150,Davidson,2021-08-09,6
0,6,4,Davie,2021-05-17,6
0,6,35,Davie,2021-08-09,6
0,6,22,Davie,2021-08-10,6
0,6,4,Duplin,2021-03-30,6
0,6,6,Duplin,2021-04-14,6
0,6,49,Durham,2021-04-02,6
0,6,44,Durham,2021-04-14,6
0,6,40,Durham,2021-04-16,6
0,6,40,Durham,2021-04-23,6
0,6,38,Durham,2021-04-28,6
0,6,20,Durham,2021-05-03,6
0,6,41,Durham,2021-05-04,6
0,6,12,Durham,2021-05-11,6
0,6,15,Durham,2021-05-24,6
0,6,47,Durham,2021-07-29,6
0,6,117,Durham,2021-08-09,6
0,6,118,Durham,2021-08-12,6
0,6,129,Durham,2021-09-01,6
0,6,121,Durham,2021-09-02,6
0,6,122,Durham,2021-09-08,6
0,6,106,Durham,2021-09-09,6
0,6,128,Durham,2021-09-13,6
0,6,18,Edgecombe,2021-08-17,6
0,6,13,Forsyth,2021-06-16,6
0,6,7,Forsyth,2021-07-08,6
0,6,28,Forsyth,2021-07-16,6
0,6,118,Forsyth,2021-09-05,6
0,6,3,Franklin,2021-04-18,6
0,6,11,Franklin,2021-07-30,6
0,6,44,Franklin,2021-08-31,6
0,6,31,Gaston,2021-03-28,6
0,6,34,Gaston,2021-04-28,6
0,6,14,Gaston,2021-05-09,6
0,6,24,Gaston,2021-05-13,6
0,6,14,Gaston,2021-05-26,6
0,6,6,Gaston,2021-05-27,6
0,6,6,Gaston,2021-06-05,6
0,6,8,Gaston,2021-06-14,6
0,6,7,Gaston,2021-06-15,6
0,6,30,Gaston,2021-07-19,6
0,6,127,Gaston,2021-08-06,6
0,6,2,Graham,2021-08-09,6
0,6,1,Graham,2021-08-13,6
0,6,6,Graham,2021-09-06,6
0,6,50,Granville,2021-08-23,6
0,6,13,Greene,2021-09-07,6
0,6,15,Guilford,2021-06-03,6
0,6,6,Guilford,2021-06-09,6
0,6,18,Guilford,2021-07-08,6
0,6,21,Halifax,2021-03-29,6
0,6,11,Halifax,2021-09-11,6
0,6,12,Harnett,2021-03-27,6
0,6,23,Harnett,2021-03-31,6
0,6,18,Harnett,2021-04-07,6
0,6,15,Harnett,2021-04-08,6
0,6,25,Harnett,2021-04-09,6
0,6,16,Harnett,2021-04-14,6
0,6,20,Harnett,2021-04-15,6
0,6,29,Harnett,2021-04-26,6
0,6,9,Harnett,2021-04-29,6
0,6,16,Harnett,2021-05-06,6
0,6,7,Harnett,2021-05-23,6
0,6,9,Harnett,2021-05-24,6
0,6,9,Harnett,2021-05-27,6
0,6,22,Harnett,2021-07-14,6
0,6,8,Harnett,2021-07-15,6
0,6,57,Harnett,2021-07-30,6
0,6,38,Harnett,2021-08-22,6
0,6,2,Haywood,2021-04-22,6
0,6,5,Haywood,2021-04-23,6
0,6,1,Haywood,2021-05-11,6
0,6,24,Haywood,2021-08-03,6
0,6,31,Haywood,2021-09-16,6
0,6,17,Henderson,2021-03-24,6
0,6,15,Henderson,2021-04-16,6
0,6,3,Henderson,2021-04-25,6
0,6,9,Henderson,2021-04-26,6
0,6,9,Henderson,2021-05-12,6
0,6,4,Henderson,2021-05-18,6
0,6,2,Henderson,2021-07-05,6
0,6,12,Henderson,2021-07-12,6
0,6,6,Henderson,2021-07-14,6
0,6,63,Henderson,2021-08-09,6
0,6,28,Henderson,2021-09-06,6
0,6,15,Hertford,2021-09-07,6
0,6,11,Iredell,2021-04-10,6
0,6,1,Iredell,2021-05-23,6
0,6,10,Iredell,2021-05-27,6
0,6,2,Iredell,2021-06-14,6
0,6,2,Iredell,2021-06-22,6
0,6,4,Iredell,2021-07-15,6
0,6,31,Iredell,2021-08-01,6
0,6,12,Jackson,2021-08-03,6
0,6,17,Jackson,2021-08-23,6
0,6,36,Jackson,2021-08-27,6
0,6,17,Johnston,2021-05-25,6
0,6,14,Johnston,2021-05-27,6
0,6,4,Johnston,2021-06-05,6
0,6,3,Johnston,2021-06-12,6
0,6,6,Johnston,2021-06-21,6
0,6,28,Lee,2021-08-03,6
0,6,53,Lee,2021-08-26,6
0,6,41,Lee,2021-09-01,6
0,6,24,Lee,2021-09-05,6
0,6,13,Lenoir,2021-04-12,6
0,6,4,Lenoir,2021-04-15,6
0,6,6,Lenoir,2021-04-16,6
0,6,17,Lenoir,2021-07-26,6
0,6,8,Lincoln,2021-03-28,6
0,6,14,Lincoln,2021-03-31,6
0,6,10,Lincoln,2021-04-11,6
0,6,15,Lincoln,2021-04-22,6
0,6,10,Lincoln,2021-04-23,6
0,6,8,Lincoln,2021-04-24,6
0,6,6,Lincoln,2021-05-01,6
0,6,10,Lincoln,2021-05-11,6
0,6,8,Lincoln,2021-05-12,6
0,6,9,Lincoln,2021-05-13,6
0,6,5,Lincoln,2021-05-19,6
0,6,24,Lincoln,2021-07-22,6
0,6,27,Madison,2021-08-31,6
0,6,27,Madison,2021-09-01,6
0,6,15,Martin,2021-08-17,6
0,6,3,McDowell,2021-07-08,6
0,6,9,McDowell,2021-07-19,6
0,6,43,McDowell,2021-08-10,6
0,6,30,Mecklenburg,2021-06-20,6
0,6,1,Mitchell,2021-04-13,6
0,6,1,Mitchell,2021-04-14,6
0,6,4,Mitchell,2021-04-16,6
0,6,4,Mitchell,2021-04-20,6
0,6,11,Moore,2021-03-25,6
0,6,12,Moore,2021-04-21,6
0,6,48,Moore,2021-07-27,6
0,6,41,Moore,2021-08-05,6
0,6,57,Moore,2021-08-26,6
0,6,50,Moore,2021-09-02,6
0,6,13,Moore,2021-09-17,6
0,6,20,Nash,2021-03-26,6
0,6,14,Nash,2021-03-28,6
0,6,8,Nash,2021-04-04,6
0,6,20,Nash,2021-04-06,6
0,6,26,Nash,2021-04-13,6
0,6,29,Nash,2021-08-12,6
0,6,78,Nash,2021-08-31,6
0,6,20,Nash,2021-09-05,6
0,6,82,Nash,2021-09-09,6
0,6,29,Nash,2021-09-11,6
0,6,58,Nash,2021-09-15,6
0,6,8,New Hanover,2021-05-01,6
0,6,8,New Hanover,2021-05-14,6
0,6,13,New Hanover,2021-07-13,6
0,6,37,Onslow,2021-05-04,6
0,6,35,Onslow,2021-05-05,6
0,6,20,Onslow,2021-05-07,6
0,6,6,Onslow,2021-07-02,6
0,6,18,Onslow,2021-07-15,6
0,6,53,Onslow,2021-08-01,6
0,6,70,Orange,2021-08-25,6
0,6,81,Orange,2021-09-07,6
0,6,6,Pasquotank,2021-04-20,6
0,6,15,Pasquotank,2021-08-09,6
0,6,17,Pender,2021-07-20,6
0,6,42,Pender,2021-08-27,6
0,6,19,Person,2021-08-10,6
0,6,14,Person,2021-08-12,6
0,6,25,Person,2021-08-19,6
0,6,36,Person,2021-09-07,6
0,6,19,Pitt,2021-03-30,6
0,6,31,Pitt,2021-04-08,6
0,6,37,Pitt,2021-04-28,6
0,6,50,Pitt,2021-05-03,6
0,6,39,Pitt,2021-07-23,6
0,6,12,Polk,2021-08-19,6
0,6,26,Polk,2021-09-13,6
0,6,7,Randolph,2021-04-15,6
0,6,10,Randolph,2021-05-10,6
0,6,6,Randolph,2021-05-13,6
0,6,5,Randolph,2021-05-17,6
0,6,3,Randolph,2021-05-19,6
0,6,2,Randolph,2021-05-26,6
0,6,3,Randolph,2021-06-07,6
0,6,3,Randolph,2021-06-14,6
0,6,7,Randolph,2021-07-16,6
0,6,4,Randolph,2021-07-20,6
0,6,18,Richmond,2021-07-26,6
0,6,16,Richmond,2021-08-05,6
0,6,32,Richmond,2021-09-14,6
0,6,14,Robeson,2021-03-24,6
0,6,3,Robeson,2021-03-26,6
0,6,7,Robeson,2021-04-08,6
0,6,17,Robeson,2021-04-13,6
0,6,15,Robeson,2021-05-04,6
0,6,12,Robeson,2021-05-06,6
0,6,12,Robeson,2021-05-25,6
0,6,5,Robeson,2021-06-02,6
0,6,2,Robeson,2021-06-11,6
0,6,7,Robeson,2021-07-03,6
0,6,14,Robeson,2021-07-11,6
0,6,16,Rockingham,2021-04-26,6
0,6,11,Rockingham,2021-04-27,6
0,6,6,Rockingham,2021-05-17,6
0,6,3,Rockingham,2021-07-14,6
0,6,17,Rockingham,2021-07-30,6
0,6,49,Rockingham,2021-09-10,6
0,6,27,Rowan,2021-04-01,6
0,6,25,Rowan,2021-04-09,6
0,6,36,Rowan,2021-04-13,6
0,6,43,Rowan,2021-04-26,6
0,6,28,Rowan,2021-05-04,6
0,6,8,Rowan,2021-06-18,6
0,6,51,Rowan,2021-07-28,6
0,6,7,Rutherford,2021-03-29,6
0,6,9,Rutherford,2021-04-29,6
0,6,11,Rutherford,2021-07-20,6
0,6,31,Rutherford,2021-08-06,6
0,6,10,Sampson,2021-04-06,6
0,6,5,Sampson,2021-04-09,6
0,6,4,Sampson,2021-05-01,6
0,6,3,Sampson,2021-05-12,6
0,6,3,Sampson,2021-05-17,6
0,6,4,Sampson,2021-06-01,6
0,6,2,Sampson,2021-06-11,6
0,6,2,Sampson,2021-06-14,6
0,6,2,Sampson,2021-06-17,6
0,6,1,Sampson,2021-06-22,6
0,6,14,Sampson,2021-07-27,6
0,6,6,Sampson,2021-08-01,6
0,6,7,Sampson,2021-08-07,6
0,6,5,Scotland,2021-04-29,6
0,6,9,Scotland,2021-07-22,6
0,6,7,Scotland,2021-07-27,6
0,6,6,Scotland,2021-07-28,6
0,6,16,Scotland,2021-08-06,6
0,6,9,Scotland,2021-08-27,6
0,6,5,Scotland,2021-09-05,6
0,6,51,Stanly,2021-08-02,6
0,6,5,Stokes,2021-04-19,6
0,6,1,Stokes,2021-07-17,6
0,6,19,Stokes,2021-08-27,6
0,6,35,Stokes,2021-08-30,6
0,6,37,Stokes,2021-09-02,6
0,6,52,Stokes,2021-09-07,6
0,6,4,Surry,2021-03-26,6
0,6,6,Surry,2021-04-03,6
0,6,3,Surry,2021-04-25,6
0,6,2,Surry,2021-04-28,6
0,6,1,Surry,2021-05-02,6
0,6,10,Surry,2021-05-13,6
0,6,4,Surry,2021-07-09,6
0,6,18,Surry,2021-07-21,6
0,6,23,Surry,2021-08-20,6
0,6,2,Swain,2021-08-11,6
0,6,3,Swain,2021-08-12,6
0,6,8,Swain,2021-08-16,6
0,6,4,Swain,2021-09-14,6
0,6,6,Swain,2021-09-15,6
0,6,0,Transylvania,2021-03-27,6
0,6,3,Transylvania,2021-03-30,6
0,6,10,Transylvania,2021-07-28,6
0,6,20,Transylvania,2021-08-05,6
0,6,6,Transylvania,2021-08-22,6
0,6,2,Tyrrell,2021-08-06,6
0,6,1,Tyrrell,2021-08-10,6
0,6,17,Union,2021-04-25,6
0,6,11,Union,2021-05-09,6
0,6,64,Union,2021-08-07,6
0,6,48,Union,2021-09-17,6
0,6,17,Vance,2021-08-19,6
0,6,82,Wake,2021-04-04,6
0,6,22,Wake,2021-06-08,6
0,6,25,Wake,2021-06-09,6
0,6,11,Wake,2021-07-03,6
0,6,21,Warren,2021-08-31,6
0,6,9,Watauga,2021-03-24,6
0,6,13,Watauga,2021-03-29,6
0,6,25,Watauga,2021-08-23,6
0,6,24,Watauga,2021-09-07,6
0,6,3,Wayne,2021-04-03,6
0,6,16,Wayne,2021-04-21,6
0,6,10,Wayne,2021-04-23,6
0,6,10,Wayne,2021-05-06,6
0,6,7,Wayne,2021-05-09,6
0,6,6,Wayne,2021-06-21,6
0,6,4,Wayne,2021-06-29,6
0,6,5,Wayne,2021-06-30,6
0,6,6,Wayne,2021-07-12,6
0,6,9,Wayne,2021-07-20,6
0,6,44,Wayne,2021-09-17,6
0,6,4,Wilkes,2021-03-24,6
0,6,6,Wilkes,2021-03-29,6
0,6,5,Wilkes,2021-05-01,6
0,6,3,Wilkes,2021-05-04,6
0,6,4,Wilkes,2021-05-08,6
0,6,9,Wilkes,2021-06-02,6
0,6,13,Wilkes,2021-07-25,6
0,6,20,Wilkes,2021-07-31,6
0,6,69,Wilkes,2021-08-16,6
0,6,6,Wilson,2021-03-27,6
0,6,11,Wilson,2021-04-09,6
0,6,2,Wilson,2021-04-11,6
0,6,18,Wilson,2021-04-13,6
0,6,18,Wilson,2021-04-19,6
0,6,4,Wilson,2021-06-21,6
0,6,4,Yadkin,2021-07-20,6
0,6,22,Yadkin,2021-07-26,6
0,6,17,Yadkin,2021-09-13,6
0,6,1,Yancey,2021-04-06,6
0,6,17,Yancey,2021-08-09,6
0,6,10,Yancey,2021-08-10,6
0,6,22,Yancey,2021-08-18,6
0,6,16,Yancey,2021-08-19,6
0,6,7,Yancey,2021-08-26,6
0,6,24,Yancey,2021-09-03,6
0,7,24,Alamance,2021-04-02,7
0,7,26,Alamance,2021-04-06,7
0,7,32,Alamance,2021-04-20,7
0,7,36,Alamance,2021-07-30,7
0,7,66,Alamance,2021-08-13,7
0,7,38,Alamance,2021-08-22,7
0,7,8,Alexander,2021-08-06,7
0,7,6,Alexander,2021-08-08,7
0,7,13,Alexander,2021-08-10,7
0,7,2,Alleghany,2021-04-29,7
0,7,16,Ashe,2021-08-13,7
0,7,3,Bladen,2021-06-22,7
0,7,15,Bladen,2021-07-22,7
0,7,11,Brunswick,2021-03-24,7
0,7,8,Brunswick,2021-04-07,7
0,7,12,Brunswick,2021-04-22,7
0,7,4,Brunswick,2021-05-20,7
0,7,25,Buncombe,2021-03-29,7
0,7,26,Buncombe,2021-04-01,7
0,7,22,Buncombe,2021-04-22,7
0,7,18,Buncombe,2021-05-05,7
0,7,8,Buncombe,2021-07-05,7
0,7,3,Buncombe,2021-07-06,7
0,7,23,Buncombe,2021-07-16,7
0,7,6,Buncombe,2021-09-18,7
0,7,18,Burke,2021-08-15,7
0,7,13,Cabarrus,2021-05-08,7
0,7,20,Cabarrus,2021-05-10,7
0,7,14,Cabarrus,2021-05-13,7
0,7,18,Cabarrus,2021-05-18,7
0,7,10,Cabarrus,2021-05-26,7
0,7,8,Cabarrus,2021-06-28,7
0,7,13,Cabarrus,2021-07-11,7
0,7,35,Cabarrus,2021-07-20,7
0,7,11,Caldwell,2021-04-06,7
0,7,2,Caldwell,2021-06-17,7
0,7,35,Caldwell,2021-08-18,7
0,7,54,Caldwell,2021-08-23,7
0,7,53,Caldwell,2021-09-02,7
0,7,3,Carteret,2021-03-25,7
0,7,3,Carteret,2021-04-20,7
0,7,15,Catawba,2021-03-25,7
0,7,29,Catawba,2021-04-13,7
0,7,28,Catawba,2021-04-20,7
0,7,21,Catawba,2021-04-21,7
0,7,5,Catawba,2021-04-25,7
0,7,19,Catawba,2021-04-27,7
0,7,17,Catawba,2021-05-05,7
0,7,13,Catawba,2021-07-12,7
0,7,29,Catawba,2021-07-23,7
0,7,8,Chatham,2021-03-25,7
0,7,12,Chatham,2021-08-08,7
0,7,15,Chatham,2021-08-12,7
0,7,11,Chatham,2021-08-29,7
0,7,21,Chatham,2021-08-30,7
0,7,33,Chatham,2021-09-07,7
0,7,18,Chatham,2021-09-09,7
0,7,31,Cherokee,2021-08-12,7
0,7,31,Cherokee,2021-08-17,7
0,7,30,Cherokee,2021-08-18,7
0,7,28,Cherokee,2021-08-19,7
0,7,4,Cleveland,2021-04-05,7
0,7,10,Cleveland,2021-04-14,7
0,7,7,Cleveland,2021-07-11,7
0,7,32,Cleveland,2021-07-27,7
0,7,90,Cleveland,2021-08-26,7
0,7,7,Columbus,2021-04-12,7
0,7,11,Columbus,2021-07-14,7
0,7,8,Columbus,2021-07-16,7
0,7,11,Craven,2021-04-08,7
0,7,9,Craven,2021-04-16,7
0,7,11,Craven,2021-07-20,7
0,7,20,Craven,2021-07-30,7
0,7,33,Craven,2021-09-12,7
0,7,60,Cumberland,2021-05-18,7
0,7,48,Cumberland,2021-05-19,7
0,7,28,Cumberland,2021-05-22,7
0,7,24,Cumberland,2021-06-29,7
0,7,94,Cumberland,2021-08-08,7
0,7,72,Cumberland,2021-09-11,7
0,7,33,Cumberland,2021-09-17,7
0,7,29,Davidson,2021-03-26,7
0,7,24,Davidson,2021-03-27,7
0,7,18,Davidson,2021-04-06,7
0,7,12,Davidson,2021-04-16,7
0,7,29,Davidson,2021-04-30,7
0,7,29,Davidson,2021-05-06,7
0,7,9,Davidson,2021-05-21,7
0,7,78,Davidson,2021-08-02,7
0,7,91,Davidson,2021-08-13,7
0,7,28,Davie,2021-08-11,7
0,7,8,Duplin,2021-07-17,7
0,7,8,Duplin,2021-07-24,7
0,7,19,Duplin,2021-08-28,7
0,7,42,Durham,2021-03-24,7
0,7,48,Durham,2021-03-31,7
0,7,28,Durham,2021-07-21,7
0,7,31,Durham,2021-07-23,7
0,7,58,Durham,2021-08-07,7
0,7,66,Durham,2021-08-14,7
0,7,24,Forsyth,2021-05-07,7
0,7,46,Forsyth,2021-05-12,7
0,7,8,Forsyth,2021-06-07,7
0,7,24,Forsyth,2021-07-14,7
0,7,59,Forsyth,2021-07-31,7
0,7,121,Forsyth,2021-09-04,7
0,7,44,Franklin,2021-04-14,7
0,7,50,Gaston,2021-04-15,7
0,7,33,Gaston,2021-05-07,7
0,7,9,Gaston,2021-05-23,7
0,7,110,Gaston,2021-08-05,7
0,7,0,Graham,2021-05-25,7
0,7,2,Graham,2021-08-11,7
0,7,9,Graham,2021-08-16,7
0,7,4,Graham,2021-08-18,7
0,7,2,Graham,2021-08-20,7
0,7,6,Graham,2021-08-26,7
0,7,6,Granville,2021-03-29,7
0,7,21,Granville,2021-09-01,7
0,7,12,Greene,2021-08-09,7
0,7,11,Greene,2021-08-10,7
0,7,23,Greene,2021-09-13,7
0,7,32,Guilford,2021-05-01,7
0,7,15,Guilford,2021-05-23,7
0,7,18,Guilford,2021-05-27,7
0,7,8,Guilford,2021-06-23,7
0,7,15,Halifax,2021-08-03,7
0,7,41,Halifax,2021-09-08,7
0,7,17,Harnett,2021-04-27,7
0,7,15,Harnett,2021-05-11,7
0,7,14,Harnett,2021-05-20,7
0,7,7,Harnett,2021-07-06,7
0,7,17,Harnett,2021-07-12,7
0,7,74,Harnett,2021-09-09,7
0,7,7,Haywood,2021-04-14,7
0,7,3,Haywood,2021-04-16,7
0,7,5,Haywood,2021-07-21,7
0,7,18,Haywood,2021-07-27,7
0,7,17,Haywood,2021-07-28,7
0,7,7,Haywood,2021-07-31,7
0,7,22,Haywood,2021-08-21,7
0,7,21,Haywood,2021-09-06,7
0,7,33,Haywood,2021-09-15,7
0,7,8,Henderson,2021-04-01,7
0,7,12,Henderson,2021-04-14,7
0,7,10,Henderson,2021-04-20,7
0,7,11,Henderson,2021-04-27,7
0,7,6,Henderson,2021-04-29,7
0,7,46,Henderson,2021-07-26,7
0,7,38,Henderson,2021-07-30,7
0,7,28,Henderson,2021-08-15,7
0,7,62,Henderson,2021-08-20,7
0,7,38,Hoke,2021-08-24,7
0,7,21,Hoke,2021-09-13,7
0,7,3,Iredell,2021-06-16,7
0,7,9,Iredell,2021-07-07,7
0,7,7,Iredell,2021-07-11,7
0,7,8,Iredell,2021-07-12,7
0,7,10,Iredell,2021-07-24,7
0,7,5,Johnston,2021-04-02,7
0,7,28,Johnston,2021-04-07,7
0,7,8,Johnston,2021-05-08,7
0,7,9,Johnston,2021-05-20,7
0,7,2,Johnston,2021-05-28,7
0,7,4,Johnston,2021-06-17,7
0,7,10,Jones,2021-09-13,7
0,7,30,Lee,2021-07-27,7
0,7,28,Lee,2021-08-05,7
0,7,22,Lee,2021-08-06,7
0,7,37,Lee,2021-08-20,7
0,7,4,Lenoir,2021-04-23,7
0,7,16,Lenoir,2021-07-29,7
0,7,21,Lenoir,2021-08-05,7
0,7,10,Lincoln,2021-04-07,7
0,7,9,Lincoln,2021-04-10,7
0,7,8,Lincoln,2021-04-18,7
0,7,15,Lincoln,2021-04-20,7
0,7,6,Lincoln,2021-05-24,7
0,7,28,Lincoln,2021-07-28,7
0,7,5,Macon,2021-04-08,7
0,7,53,Macon,2021-09-07,7
0,7,17,Martin,2021-08-09,7
0,7,8,Martin,2021-08-21,7
0,7,32,McDowell,2021-08-21,7
0,7,32,McDowell,2021-08-28,7
0,7,15,McDowell,2021-09-17,7
0,7,21,Mecklenburg,2021-06-05,7
0,7,16,Mecklenburg,2021-06-26,7
0,7,14,Moore,2021-04-13,7
0,7,71,Moore,2021-08-09,7
0,7,12,Nash,2021-05-13,7
0,7,20,Nash,2021-08-02,7
0,7,24,Nash,2021-08-11,7
0,7,81,Nash,2021-08-23,7
0,7,5,New Hanover,2021-04-18,7
0,7,12,New Hanover,2021-05-25,7
0,7,4,New Hanover,2021-06-26,7
0,7,8,New Hanover,2021-07-01,7
0,7,6,New Hanover,2021-07-05,7
0,7,5,New Hanover,2021-07-10,7
0,7,14,New Hanover,2021-07-15,7
0,7,18,New Hanover,2021-07-20,7
0,7,24,New Hanover,2021-07-21,7
0,7,50,Onslow,2021-04-07,7
0,7,18,Onslow,2021-07-01,7
0,7,24,Onslow,2021-07-13,7
0,7,8,Orange,2021-04-16,7
0,7,90,Orange,2021-08-26,7
0,7,24,Pasquotank,2021-09-02,7
0,7,16,Pasquotank,2021-09-13,7
0,7,3,Pender,2021-07-05,7
0,7,6,Pender,2021-07-12,7
0,7,26,Pender,2021-07-26,7
0,7,16,Pender,2021-07-31,7
0,7,42,Pender,2021-08-17,7
0,7,37,Pender,2021-09-14,7
0,7,15,Perquimans,2021-08-30,7
0,7,6,Person,2021-07-31,7
0,7,27,Person,2021-09-10,7
0,7,36,Person,2021-09-13,7
0,7,25,Person,2021-09-14,7
0,7,47,Pitt,2021-07-21,7
0,7,50,Pitt,2021-07-28,7
0,7,92,Pitt,2021-08-05,7
0,7,131,Pitt,2021-09-16,7
0,7,13,Polk,2021-08-23,7
0,7,6,Polk,2021-09-04,7
0,7,12,Polk,2021-09-07,7
0,7,13,Polk,2021-09-09,7
0,7,2,Polk,2021-09-12,7
0,7,15,Randolph,2021-03-30,7
0,7,13,Randolph,2021-05-05,7
0,7,5,Randolph,2021-06-16,7
0,7,23,Randolph,2021-07-21,7
0,7,19,Randolph,2021-07-22,7
0,7,16,Randolph,2021-08-01,7
0,7,18,Richmond,2021-08-04,7
0,7,26,Richmond,2021-09-10,7
0,7,12,Robeson,2021-04-14,7
0,7,11,Robeson,2021-04-16,7
0,7,8,Robeson,2021-06-29,7
0,7,9,Robeson,2021-07-05,7
0,7,3,Rockingham,2021-04-11,7
0,7,27,Rockingham,2021-08-10,7
0,7,25,Rockingham,2021-08-12,7
0,7,30,Rockingham,2021-08-21,7
0,7,18,Rockingham,2021-09-06,7
0,7,18,Rowan,2021-03-24,7
0,7,28,Rowan,2021-04-27,7
0,7,14,Rowan,2021-07-06,7
0,7,20,Rowan,2021-07-19,7
0,7,57,Rowan,2021-09-16,7
0,7,26,Rutherford,2021-08-02,7
0,7,9,Sampson,2021-03-31,7
0,7,7,Sampson,2021-04-25,7
0,7,8,Sampson,2021-04-26,7
0,7,11,Sampson,2021-04-27,7
0,7,8,Sampson,2021-07-12,7
0,7,14,Sampson,2021-07-31,7
0,7,4,Scotland,2021-07-24,7
0,7,13,Scotland,2021-08-10,7
0,7,15,Scotland,2021-08-12,7
0,7,13,Scotland,2021-08-20,7
0,7,13,Scotland,2021-08-28,7
0,7,17,Scotland,2021-09-03,7
0,7,10,Scotland,2021-09-06,7
0,7,39,Stanly,2021-08-18,7
0,7,59,Stanly,2021-08-23,7
0,7,64,Stanly,2021-08-24,7
0,7,15,Stanly,2021-09-17,7
0,7,5,Stokes,2021-04-06,7
0,7,12,Stokes,2021-04-27,7
0,7,12,Stokes,2021-05-03,7
