Death by Date of Death,Total Cases by Date of Specimen collection,Total Molecular Cases by Date of Specimen Collection,County,Date,Total Antigen Cases by Date of Specimen Collection
0,7,34,Stokes,2021-09-08,7
0,7,15,Stokes,2021-09-16,7
0,7,5,Surry,2021-03-25,7
0,7,9,Surry,2021-04-07,7
0,7,8,Surry,2021-05-10,7
0,7,10,Surry,2021-07-24,7
0,7,10,Swain,2021-08-19,7
0,7,5,Swain,2021-08-26,7
0,7,6,Transylvania,2021-03-24,7
0,7,3,Transylvania,2021-04-06,7
0,7,14,Transylvania,2021-04-12,7
0,7,1,Transylvania,2021-04-19,7
0,7,4,Transylvania,2021-04-21,7
0,7,5,Transylvania,2021-04-22,7
0,7,2,Transylvania,2021-04-28,7
0,7,9,Transylvania,2021-07-23,7
0,7,7,Transylvania,2021-08-25,7
0,7,19,Union,2021-05-13,7
0,7,9,Union,2021-06-04,7
0,7,10,Union,2021-06-28,7
0,7,28,Union,2021-07-13,7
0,7,21,Union,2021-07-14,7
0,7,107,Union,2021-09-12,7
0,7,26,Vance,2021-09-13,7
0,7,81,Wake,2021-05-13,7
0,7,19,Wake,2021-06-11,7
0,7,14,Wake,2021-06-19,7
0,7,18,Wake,2021-06-23,7
0,7,13,Wake,2021-06-27,7
0,7,2,Watauga,2021-03-31,7
0,7,7,Watauga,2021-08-13,7
0,7,23,Watauga,2021-08-19,7
0,7,35,Watauga,2021-08-25,7
0,7,10,Wayne,2021-03-31,7
0,7,5,Wayne,2021-04-07,7
0,7,10,Wayne,2021-04-15,7
0,7,13,Wayne,2021-05-03,7
0,7,7,Wayne,2021-05-25,7
0,7,9,Wayne,2021-07-22,7
0,7,25,Wayne,2021-08-04,7
0,7,25,Wayne,2021-08-14,7
0,7,24,Wayne,2021-08-28,7
0,7,1,Wilkes,2021-03-30,7
0,7,7,Wilkes,2021-04-01,7
0,7,6,Wilkes,2021-07-22,7
0,7,21,Wilkes,2021-07-26,7
0,7,16,Wilkes,2021-07-29,7
0,7,22,Wilson,2021-03-24,7
0,7,12,Wilson,2021-05-03,7
0,7,6,Wilson,2021-05-05,7
0,7,0,Wilson,2021-06-28,7
0,7,7,Wilson,2021-07-30,7
0,7,9,Wilson,2021-08-22,7
0,7,4,Yadkin,2021-08-12,7
0,8,21,Alamance,2021-04-07,8
0,8,43,Alamance,2021-04-12,8
0,8,20,Alamance,2021-04-16,8
0,8,33,Alamance,2021-04-21,8
0,8,11,Alamance,2021-04-24,8
0,8,15,Alamance,2021-04-30,8
0,8,12,Alamance,2021-05-05,8
0,8,14,Alamance,2021-07-12,8
0,8,22,Alamance,2021-07-28,8
0,8,109,Alamance,2021-08-24,8
0,8,65,Alamance,2021-09-11,8
0,8,11,Alexander,2021-08-03,8
0,8,18,Alexander,2021-08-09,8
0,8,8,Alexander,2021-08-13,8
0,8,14,Alexander,2021-09-06,8
0,8,22,Bladen,2021-07-27,8
0,8,12,Brunswick,2021-05-04,8
0,8,41,Brunswick,2021-09-04,8
0,8,42,Brunswick,2021-09-05,8
0,8,29,Buncombe,2021-03-30,8
0,8,16,Buncombe,2021-04-07,8
0,8,7,Buncombe,2021-05-01,8
0,8,23,Buncombe,2021-07-13,8
0,8,39,Buncombe,2021-07-19,8
0,8,25,Buncombe,2021-07-20,8
0,8,30,Buncombe,2021-07-22,8
0,8,56,Buncombe,2021-07-30,8
0,8,84,Buncombe,2021-08-02,8
0,8,11,Burke,2021-03-30,8
0,8,33,Burke,2021-08-22,8
0,8,29,Cabarrus,2021-04-04,8
0,8,37,Cabarrus,2021-05-06,8
0,8,13,Cabarrus,2021-05-09,8
0,8,73,Cabarrus,2021-09-05,8
0,8,8,Caldwell,2021-04-12,8
0,8,1,Caldwell,2021-05-04,8
0,8,28,Caldwell,2021-08-12,8
0,8,5,Carteret,2021-03-29,8
0,8,1,Carteret,2021-04-16,8
0,8,8,Carteret,2021-04-26,8
0,8,6,Catawba,2021-04-02,8
0,8,13,Catawba,2021-05-10,8
0,8,25,Catawba,2021-07-28,8
0,8,11,Chatham,2021-08-01,8
0,8,21,Chatham,2021-08-03,8
0,8,16,Chatham,2021-08-10,8
0,8,28,Chatham,2021-08-26,8
0,8,25,Chatham,2021-08-31,8
0,8,18,Chatham,2021-09-15,8
0,8,7,Cherokee,2021-04-12,8
0,8,35,Cherokee,2021-08-27,8
0,8,7,Cleveland,2021-03-31,8
0,8,10,Cleveland,2021-04-01,8
0,8,9,Cleveland,2021-04-28,8
0,8,7,Cleveland,2021-05-05,8
0,8,21,Cleveland,2021-07-22,8
0,8,4,Columbus,2021-05-10,8
0,8,0,Columbus,2021-07-12,8
0,8,2,Columbus,2021-07-13,8
0,8,11,Columbus,2021-09-10,8
0,8,5,Craven,2021-03-30,8
0,8,18,Craven,2021-08-04,8
0,8,37,Cumberland,2021-04-11,8
0,8,22,Cumberland,2021-06-03,8
0,8,16,Cumberland,2021-06-11,8
0,8,16,Cumberland,2021-06-15,8
0,8,33,Cumberland,2021-07-02,8
0,8,130,Cumberland,2021-07-20,8
0,8,101,Cumberland,2021-09-15,8
0,8,16,Currituck,2021-09-08,8
0,8,30,Davidson,2021-03-30,8
0,8,16,Davidson,2021-04-02,8
0,8,25,Davidson,2021-04-23,8
0,8,100,Davidson,2021-08-17,8
0,8,102,Davidson,2021-08-19,8
0,8,61,Davidson,2021-08-22,8
0,8,2,Davie,2021-07-29,8
0,8,3,Duplin,2021-04-01,8
0,8,9,Duplin,2021-07-12,8
0,8,6,Duplin,2021-07-21,8
0,8,56,Durham,2021-04-05,8
0,8,25,Durham,2021-04-29,8
0,8,15,Durham,2021-07-02,8
0,8,104,Durham,2021-08-04,8
0,8,159,Durham,2021-08-11,8
0,8,163,Durham,2021-08-27,8
0,8,94,Durham,2021-09-04,8
0,8,57,Durham,2021-09-16,8
0,8,9,Edgecombe,2021-04-21,8
0,8,44,Forsyth,2021-04-28,8
0,8,48,Forsyth,2021-05-04,8
0,8,13,Forsyth,2021-05-16,8
0,8,46,Forsyth,2021-07-21,8
0,8,80,Forsyth,2021-08-15,8
0,8,21,Gaston,2021-05-02,8
0,8,35,Gaston,2021-05-04,8
0,8,42,Gaston,2021-07-23,8
0,8,5,Graham,2021-08-29,8
0,8,0,Graham,2021-09-03,8
0,8,3,Graham,2021-09-04,8
0,8,4,Graham,2021-09-15,8
0,8,23,Granville,2021-09-13,8
0,8,25,Greene,2021-08-19,8
0,8,20,Guilford,2021-05-08,8
0,8,10,Guilford,2021-06-16,8
0,8,11,Guilford,2021-06-18,8
0,8,22,Guilford,2021-07-15,8
0,8,28,Guilford,2021-07-16,8
0,8,36,Halifax,2021-09-02,8
0,8,6,Harnett,2021-04-11,8
0,8,12,Harnett,2021-05-14,8
0,8,21,Harnett,2021-07-13,8
0,8,28,Harnett,2021-07-23,8
0,8,2,Haywood,2021-03-27,8
0,8,5,Haywood,2021-04-06,8
0,8,22,Haywood,2021-08-11,8
0,8,27,Haywood,2021-08-12,8
0,8,6,Haywood,2021-08-29,8
0,8,30,Haywood,2021-09-02,8
0,8,16,Henderson,2021-04-06,8
0,8,13,Henderson,2021-04-22,8
0,8,9,Henderson,2021-07-17,8
0,8,8,Henderson,2021-07-19,8
0,8,19,Henderson,2021-07-23,8
0,8,36,Henderson,2021-08-04,8
0,8,20,Hoke,2021-07-26,8
0,8,22,Hoke,2021-08-19,8
0,8,4,Iredell,2021-05-02,8
0,8,3,Iredell,2021-05-21,8
0,8,4,Iredell,2021-05-22,8
0,8,7,Iredell,2021-06-02,8
0,8,5,Iredell,2021-06-21,8
0,8,4,Iredell,2021-07-18,8
0,8,21,Jackson,2021-08-02,8
0,8,38,Jackson,2021-08-24,8
0,8,20,Johnston,2021-04-24,8
0,8,13,Johnston,2021-05-15,8
0,8,8,Johnston,2021-06-03,8
0,8,11,Johnston,2021-07-01,8
0,8,16,Johnston,2021-07-18,8
0,8,36,Johnston,2021-09-17,8
0,8,12,Jones,2021-08-31,8
0,8,8,Jones,2021-09-07,8
0,8,44,Lee,2021-08-10,8
0,8,40,Lee,2021-08-13,8
0,8,34,Lee,2021-08-16,8
0,8,47,Lee,2021-09-03,8
0,8,45,Lee,2021-09-15,8
0,8,16,Lenoir,2021-04-26,8
0,8,13,Lenoir,2021-07-28,8
0,8,51,Lenoir,2021-08-16,8
0,8,39,Lenoir,2021-08-17,8
0,8,26,Lenoir,2021-09-16,8
0,8,11,Lincoln,2021-04-17,8
0,8,9,Lincoln,2021-04-28,8
0,8,18,Lincoln,2021-07-12,8
0,8,42,Lincoln,2021-08-10,8
0,8,23,McDowell,2021-08-12,8
0,8,35,McDowell,2021-08-18,8
0,8,22,Mecklenburg,2021-06-12,8
0,8,34,Mecklenburg,2021-06-13,8
0,8,23,Mecklenburg,2021-06-27,8
0,8,27,Montgomery,2021-09-14,8
0,8,95,Moore,2021-09-08,8
0,8,20,Nash,2021-05-03,8
0,8,40,Nash,2021-08-20,8
0,8,13,Nash,2021-09-12,8
0,8,15,New Hanover,2021-04-03,8
0,8,11,New Hanover,2021-04-04,8
0,8,10,New Hanover,2021-09-18,8
0,8,42,Onslow,2021-04-06,8
0,8,56,Onslow,2021-04-26,8
0,8,27,Onslow,2021-05-06,8
0,8,20,Onslow,2021-07-06,8
0,8,63,Onslow,2021-08-28,8
0,8,51,Onslow,2021-09-06,8
0,8,42,Orange,2021-08-09,8
0,8,64,Orange,2021-09-02,8
0,8,3,Pender,2021-04-06,8
0,8,22,Pender,2021-04-26,8
0,8,9,Pender,2021-04-29,8
0,8,25,Pender,2021-08-06,8
0,8,56,Pender,2021-08-26,8
0,8,15,Polk,2021-08-17,8
0,8,6,Polk,2021-08-20,8
0,8,8,Polk,2021-08-31,8
0,8,10,Randolph,2021-04-16,8
0,8,6,Randolph,2021-05-25,8
0,8,5,Randolph,2021-06-09,8
0,8,6,Randolph,2021-07-06,8
0,8,1,Randolph,2021-07-14,8
0,8,4,Randolph,2021-07-15,8
0,8,44,Randolph,2021-09-04,8
0,8,16,Randolph,2021-09-17,8
0,8,22,Richmond,2021-08-17,8
0,8,8,Robeson,2021-03-29,8
0,8,6,Robeson,2021-04-05,8
0,8,5,Robeson,2021-04-11,8
0,8,11,Robeson,2021-04-21,8
0,8,10,Robeson,2021-05-10,8
0,8,3,Robeson,2021-05-18,8
0,8,17,Robeson,2021-06-16,8
0,8,7,Robeson,2021-06-21,8
0,8,12,Robeson,2021-07-02,8
0,8,11,Rockingham,2021-04-19,8
0,8,14,Rockingham,2021-04-20,8
0,8,22,Rockingham,2021-08-02,8
0,8,15,Rowan,2021-03-27,8
0,8,30,Rowan,2021-03-31,8
0,8,21,Rowan,2021-04-16,8
0,8,59,Rowan,2021-07-26,8
0,8,21,Rowan,2021-07-31,8
0,8,6,Rutherford,2021-04-28,8
0,8,7,Sampson,2021-03-26,8
0,8,9,Sampson,2021-04-08,8
0,8,13,Sampson,2021-04-14,8
0,8,14,Sampson,2021-04-15,8
0,8,3,Sampson,2021-06-03,8
0,8,11,Sampson,2021-08-15,8
0,8,5,Sampson,2021-08-29,8
0,8,9,Sampson,2021-09-12,8
0,8,3,Scotland,2021-04-27,8
0,8,14,Scotland,2021-08-09,8
0,8,18,Scotland,2021-08-16,8
0,8,17,Scotland,2021-08-17,8
0,8,25,Scotland,2021-08-23,8
0,8,19,Scotland,2021-09-02,8
0,8,54,Stanly,2021-08-16,8
0,8,80,Stanly,2021-08-31,8
0,8,96,Stanly,2021-09-07,8
0,8,72,Stanly,2021-09-13,8
0,8,25,Stokes,2021-08-19,8
0,8,34,Stokes,2021-08-31,8
0,8,4,Surry,2021-05-03,8
0,8,5,Surry,2021-07-23,8
0,8,27,Surry,2021-07-28,8
0,8,26,Surry,2021-08-06,8
0,8,18,Surry,2021-09-05,8
0,8,5,Swain,2021-08-31,8
0,8,4,Transylvania,2021-03-31,8
0,8,7,Transylvania,2021-04-09,8
0,8,1,Transylvania,2021-04-13,8
0,8,5,Transylvania,2021-04-14,8
0,8,13,Transylvania,2021-07-27,8
0,8,10,Transylvania,2021-08-09,8
0,8,36,Union,2021-04-07,8
0,8,14,Union,2021-05-01,8
0,8,21,Union,2021-05-07,8
0,8,8,Union,2021-06-03,8
0,8,47,Union,2021-07-21,8
0,8,8,Vance,2021-04-20,8
0,8,21,Wake,2021-05-29,8
0,8,24,Wake,2021-06-02,8
0,8,21,Wake,2021-06-07,8
0,8,42,Watauga,2021-08-31,8
0,8,6,Watauga,2021-09-16,8
0,8,13,Wayne,2021-05-10,8
0,8,13,Wayne,2021-07-23,8
0,8,10,Wayne,2021-07-24,8
0,8,21,Wayne,2021-07-29,8
0,8,28,Wayne,2021-08-21,8
0,8,0,Wayne,2021-09-18,8
0,8,3,Wilkes,2021-04-08,8
0,8,1,Wilkes,2021-04-11,8
0,8,8,Wilkes,2021-04-16,8
0,8,22,Wilson,2021-04-06,8
0,8,16,Wilson,2021-04-14,8
0,8,12,Wilson,2021-04-26,8
0,8,22,Wilson,2021-08-11,8
0,8,8,Wilson,2021-08-15,8
0,8,16,Wilson,2021-09-12,8
0,8,12,Yadkin,2021-08-05,8
0,8,15,Yadkin,2021-08-10,8
0,8,30,Yancey,2021-08-20,8
0,8,11,Yancey,2021-08-31,8
0,8,30,Yancey,2021-09-07,8
0,9,37,Alamance,2021-03-30,9
0,9,26,Alamance,2021-04-01,9
0,9,13,Alexander,2021-09-02,9
0,9,28,Bladen,2021-08-06,9
0,9,8,Brunswick,2021-05-05,9
0,9,23,Brunswick,2021-09-17,9
0,9,16,Buncombe,2021-04-13,9
0,9,28,Buncombe,2021-04-15,9
0,9,9,Buncombe,2021-04-25,9
0,9,29,Buncombe,2021-04-27,9
0,9,17,Buncombe,2021-07-14,9
0,9,12,Burke,2021-04-12,9
0,9,16,Burke,2021-04-26,9
0,9,32,Burke,2021-08-08,9
0,9,17,Cabarrus,2021-04-25,9
0,9,7,Cabarrus,2021-06-01,9
0,9,8,Cabarrus,2021-07-05,9
0,9,29,Cabarrus,2021-07-13,9
0,9,27,Cabarrus,2021-07-16,9
0,9,6,Cabarrus,2021-09-18,9
0,9,63,Caldwell,2021-09-14,9
0,9,7,Carteret,2021-04-12,9
0,9,7,Carteret,2021-04-15,9
0,9,2,Carteret,2021-05-04,9
0,9,2,Carteret,2021-05-06,9
0,9,3,Carteret,2021-05-14,9
0,9,6,Carteret,2021-07-27,9
0,9,10,Carteret,2021-09-05,9
0,9,3,Carteret,2021-09-06,9
0,9,14,Catawba,2021-04-26,9
0,9,7,Catawba,2021-05-01,9
0,9,11,Catawba,2021-05-24,9
0,9,22,Catawba,2021-07-19,9
0,9,6,Chatham,2021-07-19,9
0,9,16,Chatham,2021-07-30,9
0,9,19,Chatham,2021-08-13,9
0,9,7,Chatham,2021-09-12,9
0,9,19,Cherokee,2021-08-04,9
0,9,19,Cherokee,2021-08-10,9
0,9,43,Cherokee,2021-08-20,9
0,9,41,Cherokee,2021-09-08,9
0,9,19,Cleveland,2021-04-13,9
0,9,127,Cleveland,2021-09-01,9
0,9,44,Cleveland,2021-09-06,9
0,9,1,Columbus,2021-06-17,9
0,9,1,Columbus,2021-07-05,9
0,9,38,Columbus,2021-08-13,9
0,9,5,Craven,2021-07-27,9
0,9,18,Cumberland,2021-03-27,9
0,9,57,Cumberland,2021-05-07,9
0,9,31,Cumberland,2021-06-28,9
0,9,59,Cumberland,2021-07-09,9
0,9,38,Cumberland,2021-07-17,9
0,9,51,Cumberland,2021-07-18,9
0,9,93,Cumberland,2021-09-16,9
0,9,34,Davidson,2021-04-05,9
0,9,36,Davidson,2021-04-12,9
0,9,47,Davidson,2021-04-26,9
0,9,86,Davidson,2021-08-04,9
0,9,93,Davidson,2021-08-10,9
0,9,43,Davidson,2021-08-15,9
0,9,38,Davidson,2021-09-17,9
0,9,32,Davie,2021-08-12,9
0,9,4,Duplin,2021-03-29,9
0,9,7,Duplin,2021-04-05,9
0,9,4,Duplin,2021-04-20,9
0,9,12,Duplin,2021-08-14,9
0,9,11,Duplin,2021-08-21,9
0,9,20,Durham,2021-07-13,9
0,9,56,Durham,2021-07-30,9
0,9,68,Durham,2021-08-03,9
0,9,87,Durham,2021-08-06,9
0,9,112,Durham,2021-08-17,9
0,9,98,Durham,2021-09-14,9
0,9,37,Forsyth,2021-03-25,9
0,9,50,Forsyth,2021-05-03,9
0,9,37,Forsyth,2021-05-11,9
0,9,20,Forsyth,2021-05-21,9
0,9,136,Forsyth,2021-08-14,9
0,9,33,Gaston,2021-03-26,9
0,9,27,Gaston,2021-04-11,9
0,9,43,Gaston,2021-04-14,9
0,9,22,Gaston,2021-04-17,9
0,9,24,Gaston,2021-05-12,9
0,9,16,Gaston,2021-05-24,9
0,9,19,Gaston,2021-07-13,9
0,9,82,Gaston,2021-07-28,9
0,9,106,Gaston,2021-08-03,9
0,9,8,Graham,2021-08-24,9
0,9,7,Greene,2021-08-20,9
0,9,26,Guilford,2021-05-26,9
0,9,12,Guilford,2021-06-25,9
0,9,9,Guilford,2021-06-28,9
0,9,25,Guilford,2021-07-09,9
0,9,19,Guilford,2021-07-18,9
0,9,80,Guilford,2021-08-01,9
0,9,22,Harnett,2021-04-01,9
0,9,20,Harnett,2021-04-21,9
0,9,22,Harnett,2021-05-03,9
0,9,22,Harnett,2021-05-04,9
0,9,29,Harnett,2021-07-22,9
0,9,69,Harnett,2021-09-14,9
0,9,6,Haywood,2021-04-05,9
0,9,7,Henderson,2021-03-29,9
0,9,4,Henderson,2021-04-08,9
0,9,10,Henderson,2021-04-13,9
0,9,10,Henderson,2021-04-15,9
0,9,9,Henderson,2021-04-21,9
0,9,69,Henderson,2021-08-12,9
0,9,22,Iredell,2021-04-08,9
0,9,1,Iredell,2021-05-16,9
0,9,10,Iredell,2021-05-20,9
0,9,9,Iredell,2021-06-03,9
0,9,3,Iredell,2021-06-10,9
0,9,3,Iredell,2021-06-29,9
0,9,11,Iredell,2021-07-03,9
0,9,8,Iredell,2021-07-13,9
0,9,9,Iredell,2021-07-14,9
0,9,11,Jackson,2021-08-26,9
0,9,26,Jackson,2021-09-01,9
0,9,21,Johnston,2021-03-28,9
0,9,7,Johnston,2021-05-09,9
0,9,12,Johnston,2021-05-26,9
0,9,5,Johnston,2021-06-29,9
0,9,18,Johnston,2021-07-09,9
0,9,66,Johnston,2021-08-22,9
0,9,60,Johnston,2021-09-16,9
0,9,35,Lee,2021-08-19,9
0,9,29,Lee,2021-08-21,9
0,9,15,Lenoir,2021-05-12,9
0,9,20,Lenoir,2021-08-03,9
0,9,13,Lenoir,2021-08-04,9
0,9,38,Lenoir,2021-08-09,9
0,9,5,Lincoln,2021-03-30,9
0,9,3,Lincoln,2021-04-02,9
0,9,15,Lincoln,2021-05-05,9
0,9,13,Lincoln,2021-07-20,9
0,9,50,Lincoln,2021-08-05,9
0,9,53,Lincoln,2021-08-27,9
0,9,50,Lincoln,2021-09-03,9
0,9,40,McDowell,2021-08-09,9
0,9,21,McDowell,2021-08-15,9
0,9,41,McDowell,2021-08-24,9
0,9,23,McDowell,2021-09-12,9
0,9,54,Mecklenburg,2021-07-07,9
0,9,68,Moore,2021-09-09,9
0,9,38,Nash,2021-04-12,9
0,9,21,Nash,2021-08-10,9
0,9,76,Nash,2021-09-08,9
0,9,8,New Hanover,2021-05-02,9
0,9,11,New Hanover,2021-05-07,9
0,9,6,New Hanover,2021-05-20,9
0,9,3,New Hanover,2021-06-23,9
0,9,5,New Hanover,2021-07-12,9
0,9,32,New Hanover,2021-07-23,9
0,9,29,Onslow,2021-04-05,9
0,9,37,Onslow,2021-04-29,9
0,9,29,Pasquotank,2021-08-30,9
0,9,23,Pasquotank,2021-09-08,9
0,9,35,Pender,2021-08-02,9
0,9,48,Pender,2021-08-11,9
0,9,39,Pender,2021-09-02,9
0,9,42,Pender,2021-09-15,9
0,9,8,Person,2021-08-18,9
0,9,23,Person,2021-08-31,9
0,9,102,Pitt,2021-08-02,9
0,9,103,Pitt,2021-08-06,9
0,9,87,Pitt,2021-08-18,9
0,9,11,Randolph,2021-03-28,9
0,9,21,Randolph,2021-04-05,9
0,9,13,Randolph,2021-04-20,9
0,9,5,Randolph,2021-04-21,9
0,9,13,Randolph,2021-04-26,9
0,9,17,Randolph,2021-07-23,9
0,9,6,Richmond,2021-03-30,9
0,9,28,Richmond,2021-08-09,9
0,9,23,Richmond,2021-08-16,9
0,9,32,Richmond,2021-08-23,9
0,9,8,Robeson,2021-03-30,9
0,9,5,Robeson,2021-05-05,9
0,9,9,Robeson,2021-06-09,9
0,9,5,Robeson,2021-07-08,9
0,9,24,Rockingham,2021-08-06,9
0,9,38,Rockingham,2021-08-11,9
0,9,27,Rockingham,2021-08-13,9
0,9,47,Rockingham,2021-08-18,9
0,9,24,Rowan,2021-04-08,9
0,9,59,Rowan,2021-08-15,9
0,9,12,Rutherford,2021-07-19,9
0,9,26,Rutherford,2021-07-26,9
0,9,1,Sampson,2021-05-05,9
0,9,4,Sampson,2021-06-10,9
0,9,8,Sampson,2021-07-19,9
0,9,5,Sampson,2021-07-22,9
0,9,10,Sampson,2021-08-08,9
0,9,5,Sampson,2021-09-06,9
0,9,12,Scotland,2021-08-11,9
0,9,30,Scotland,2021-08-30,9
0,9,64,Stanly,2021-08-30,9
0,9,55,Stanly,2021-09-01,9
0,9,7,Surry,2021-04-09,9
0,9,11,Surry,2021-04-12,9
0,9,13,Surry,2021-07-26,9
0,9,5,Transylvania,2021-03-29,9
0,9,18,Transylvania,2021-09-16,9
0,9,13,Union,2021-05-21,9
0,9,54,Wake,2021-05-15,9
0,9,64,Wake,2021-05-26,9
0,9,46,Wake,2021-06-01,9
0,9,26,Wake,2021-06-04,9
0,9,23,Wake,2021-06-05,9
0,9,11,Wake,2021-06-06,9
0,9,16,Watauga,2021-08-18,9
0,9,14,Wayne,2021-03-29,9
0,9,14,Wayne,2021-04-26,9
0,9,16,Wayne,2021-04-30,9
0,9,16,Wayne,2021-07-25,9
0,9,18,Wayne,2021-07-31,9
0,9,7,Wilkes,2021-04-05,9
0,9,6,Wilkes,2021-04-09,9
0,9,9,Wilkes,2021-07-23,9
0,9,16,Wilson,2021-03-25,9
0,9,12,Wilson,2021-04-08,9
0,9,18,Wilson,2021-07-29,9
0,9,43,Wilson,2021-08-27,9
0,9,26,Yadkin,2021-08-23,9
0,9,28,Yancey,2021-08-16,9
0,10,23,Alamance,2021-04-29,10
0,10,1,Ashe,2021-09-17,10
0,10,30,Bladen,2021-08-13,10
0,10,16,Bladen,2021-09-08,10
0,10,28,Buncombe,2021-03-24,10
0,10,23,Buncombe,2021-04-30,10
0,10,21,Burke,2021-07-28,10
0,10,20,Cabarrus,2021-07-14,10
0,10,61,Caldwell,2021-09-01,10
0,10,7,Carteret,2021-03-31,10
0,10,10,Carteret,2021-04-19,10
0,10,5,Carteret,2021-07-28,10
0,10,14,Carteret,2021-07-30,10
0,10,29,Carteret,2021-08-13,10
0,10,28,Carteret,2021-08-31,10
0,10,28,Catawba,2021-03-29,10
0,10,12,Catawba,2021-05-08,10
0,10,13,Catawba,2021-07-18,10
0,10,25,Catawba,2021-07-21,10
0,10,27,Catawba,2021-07-22,10
0,10,43,Catawba,2021-08-08,10
0,10,51,Catawba,2021-08-15,10
0,10,21,Chatham,2021-08-16,10
0,10,14,Cleveland,2021-04-16,10
0,10,15,Cleveland,2021-04-20,10
0,10,5,Columbus,2021-07-15,10
0,10,19,Craven,2021-07-28,10
0,10,28,Craven,2021-08-06,10
0,10,45,Craven,2021-09-11,10
0,10,45,Cumberland,2021-04-01,10
0,10,90,Cumberland,2021-05-06,10
0,10,103,Cumberland,2021-07-14,10
0,10,153,Cumberland,2021-07-27,10
0,10,33,Currituck,2021-09-01,10
0,10,90,Davidson,2021-08-20,10
0,10,30,Duplin,2021-09-15,10
0,10,48,Durham,2021-03-25,10
0,10,56,Durham,2021-04-12,10
0,10,28,Durham,2021-04-22,10
0,10,41,Durham,2021-04-26,10
0,10,11,Durham,2021-05-02,10
0,10,135,Durham,2021-08-10,10
0,10,179,Durham,2021-08-30,10
0,10,151,Durham,2021-08-31,10
0,10,94,Durham,2021-09-15,10
0,10,22,Forsyth,2021-04-03,10
0,10,37,Forsyth,2021-04-11,10
0,10,32,Forsyth,2021-04-25,10
0,10,20,Forsyth,2021-05-20,10
0,10,5,Forsyth,2021-07-06,10
0,10,76,Forsyth,2021-07-28,10
0,10,101,Forsyth,2021-08-06,10
0,10,18,Gaston,2021-03-27,10
0,10,89,Gaston,2021-08-02,10
0,10,197,Gaston,2021-09-10,10
0,10,181,Gaston,2021-09-15,10
0,10,1,Graham,2021-08-25,10
0,10,2,Graham,2021-08-27,10
0,10,1,Graham,2021-09-14,10
0,10,33,Halifax,2021-09-13,10
0,10,25,Harnett,2021-03-24,10
0,10,23,Harnett,2021-04-23,10
0,10,18,Harnett,2021-04-28,10
0,10,5,Harnett,2021-05-02,10
0,10,22,Harnett,2021-05-10,10
0,10,52,Harnett,2021-08-04,10
0,10,65,Harnett,2021-08-27,10
0,10,10,Haywood,2021-08-01,10
0,10,13,Haywood,2021-08-22,10
0,10,11,Henderson,2021-04-09,10
0,10,53,Henderson,2021-08-06,10
0,10,51,Henderson,2021-08-11,10
0,10,40,Henderson,2021-09-10,10
0,10,24,Hoke,2021-08-11,10
0,10,16,Iredell,2021-04-16,10
0,10,23,Iredell,2021-04-23,10
0,10,9,Iredell,2021-05-14,10
0,10,6,Iredell,2021-07-09,10
0,10,21,Johnston,2021-04-10,10
0,10,33,Johnston,2021-05-03,10
0,10,4,Johnston,2021-06-30,10
0,10,32,Johnston,2021-09-18,10
0,10,44,Lee,2021-08-11,10
0,10,12,Lenoir,2021-05-11,10
0,10,4,Lenoir,2021-07-31,10
0,10,46,Lenoir,2021-08-20,10
0,10,27,Lenoir,2021-09-17,10
0,10,17,Lincoln,2021-04-06,10
0,10,18,Lincoln,2021-04-08,10
0,10,20,Lincoln,2021-04-09,10
0,10,16,Lincoln,2021-04-27,10
0,10,19,Lincoln,2021-05-06,10
0,10,63,Lincoln,2021-08-17,10
0,10,27,Lincoln,2021-08-21,10
0,10,62,Lincoln,2021-08-25,10
0,10,53,Lincoln,2021-08-26,10
0,10,65,Lincoln,2021-08-31,10
0,10,24,McDowell,2021-08-11,10
0,10,77,McDowell,2021-09-13,10
0,10,40,Mecklenburg,2021-06-04,10
0,10,24,Mecklenburg,2021-06-11,10
0,10,33,Mecklenburg,2021-06-16,10
0,10,49,Mecklenburg,2021-09-18,10
0,10,41,Moore,2021-08-20,10
0,10,65,Moore,2021-08-24,10
0,10,55,Moore,2021-08-27,10
0,10,44,Nash,2021-08-16,10
0,10,62,Nash,2021-09-02,10
0,10,11,New Hanover,2021-04-10,10
0,10,10,New Hanover,2021-05-17,10
0,10,44,Onslow,2021-04-21,10
0,10,25,Onslow,2021-04-23,10
0,10,32,Onslow,2021-05-24,10
0,10,42,Onslow,2021-07-12,10
0,10,50,Onslow,2021-07-22,10
0,10,21,Pender,2021-08-05,10
0,10,44,Pender,2021-08-20,10
0,10,77,Pender,2021-08-23,10
0,10,60,Pender,2021-08-25,10
0,10,45,Pender,2021-09-03,10
0,10,12,Person,2021-08-17,10
0,10,10,Randolph,2021-03-27,10
0,10,11,Randolph,2021-04-02,10
0,10,7,Randolph,2021-07-19,10
0,10,44,Randolph,2021-09-05,10
0,10,19,Richmond,2021-07-19,10
0,10,12,Richmond,2021-08-03,10
0,10,21,Richmond,2021-08-25,10
0,10,17,Robeson,2021-04-07,10
0,10,8,Robeson,2021-04-12,10
0,10,9,Robeson,2021-04-23,10
0,10,10,Robeson,2021-06-08,10
0,10,33,Rowan,2021-03-29,10
0,10,35,Rowan,2021-04-05,10
0,10,48,Rowan,2021-07-29,10
0,10,78,Rowan,2021-08-29,10
