At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - NC
7607,9505,6990,9502,9466,9265,4447,6990,6984,6855,3132,6990,9505,16167,16497,16539,16585,36047,9629,31151,32769,33451,9978,33527,35310,36128,Sampson,47,47,47,28,90,16492,16450,16120,7579,636,405,59389,636,405,678,636,291,461,405,208,48081,11637,63531,53473,SAMPSON COUNTY,16495,8381,1433,9195,9000,9195,26255,26216,25674,8254,24510,7918,8669,1394,8669,8507,24304,23857,8027,22828,24321
5554,7264,4422,7263,7249,7214,3337,4422,4412,4311,2198,4422,7264,11568,11704,11728,11749,25727,7571,22655,23714,24128,7882,24118,25278,25849,Columbus,43,43,43,19,63,11685,11661,11525,5535,389,307,52603,389,307,479,389,233,349,307,205,44013,11419,55508,48224,COLUMBUS COUNTY,11686,6382,1268,7433,7240,7431,17937,17907,17649,6381,17347,5939,6960,1192,6958,6792,16802,16615,6174,16409,16819
3077,4843,1388,4840,4825,4772,2465,1388,1384,1366,612,1388,4843,6138,6209,6228,6245,11520,4171,10248,10572,10821,4397,10954,11313,11601,Caswell,0,0,0,0,14,6228,6209,6138,3077,180,74,21496,180,74,235,180,87,129,74,61,18383,5005,22604,19944,CASWELL COUNTY,6231,1678,416,1789,1768,1788,9577,9552,9365,3894,9096,1418,1518,297,1518,1497,9163,9001,3813,8756,9174
3013,4989,569,4989,4961,4902,2781,569,568,533,232,569,4989,5435,5529,5558,5558,9685,3899,8744,9033,9222,4023,9191,9510,9759,Yancey,,,,,,5558,5529,5435,3013,137,107,17212,137,107,180,137,118,134,107,107,14782,4744,18069,15969,YANCEY COUNTY,5558,960,172,1110,1106,1108,8469,8440,8267,3733,8094,886,1029,170,1028,1023,8049,7903,3622,7751,8059
8014,8131,10495,8129,7956,7641,3694,10495,10441,10210,4269,10495,8131,17963,18509,18736,18767,37209,9576,31493,33636,34770,9905,33603,35938,37431,Lee,112,112,112,51,141,18624,18397,17851,7963,705,474,57893,705,474,723,705,276,496,474,227,47136,10404,61779,52144,LEE COUNTY,18626,10740,1521,12396,12006,12382,24312,24122,23227,8108,22158,10398,11925,1512,11924,11593,22319,21569,7837,20621,22349
3263,4389,2096,4387,4382,4361,2328,2095,2092,2030,935,2096,4389,6391,6474,6482,6498,12247,4157,10779,11260,11468,4355,11506,12052,12325,Hertford,0,0,0,0,13,6482,6474,6391,3263,43,12,22610,43,12,97,43,29,41,12,12,19299,4836,23677,20898,HERTFORD COUNTY,6485,3119,685,3600,3508,3595,8628,8609,8501,3641,8344,2912,3326,675,3326,3251,8088,7997,3470,7855,8101
14194,11276,15350,11273,11231,11098,6455,15347,15324,15167,7677,15350,11276,26368,26658,26723,26747,49274,16810,44201,45966,46850,17268,46469,48354,49428,Rockingham,103,103,103,62,121,26620,26555,26265,14132,594,365,86406,594,365,633,594,374,405,365,278,72695,18996,91010,79246,ROCKINGHAM COUNTY,26626,14334,2988,15531,15163,15520,33264,33160,32597,13906,31541,13597,14718,2946,14718,14384,31701,31217,13586,30239,31727
14058,7991,16546,7990,7955,7872,4737,16544,16505,16262,8974,16546,7991,25252,25638,25712,25718,48762,17146,42736,44594,45444,17904,45769,47828,48919,Carteret,1178,1178,1118,347,1181,24534,24460,24134,13711,7071,5287,66672,6902,5185,7167,6424,1548,5308,4809,1025,57537,17867,69473,62070,CARTERET COUNTY,24537,12118,2604,13553,13160,13548,28199,28143,27766,13752,27227,11701,13058,2682,13055,12694,27066,26715,13439,26226,27078
117671,148774,273068,148711,146739,141076,39237,273063,270533,260799,77797,273068,148774,403654,419061,423563,423722,753482,124398,632749,680170,711972,128281,669211,719483,757800,Mecklenburg,1789,1789,1779,637,1880,421774,417272,401875,117034,9877,5928,1037049,9844,5915,10017,9719,3228,5995,5832,2293,852079,127686,1110356,937616,MECKLENBURG COUNTY,421842,230220,24921,270010,256036,269217,477773,474388,453603,100132,429272,221792,260395,24790,260308,247122,444634,427133,97315,405125,445582
2104,2109,1245,2109,2097,2067,1213,1245,1245,1214,557,1245,2109,4387,4610,4677,4709,9563,2525,7283,7848,8363,2672,8398,9061,9694,Swain,1323,1268,1106,334,1355,3354,3342,3281,1770,4070,3076,13403,3674,2734,4192,3216,524,3146,2353,430,11137,2803,14271,12138,SWAIN COUNTY,3354,1236,257,1339,1326,1338,4163,4155,4061,1891,3946,1108,1202,238,1201,1189,4011,3925,1857,3822,4015
2842,3850,1886,3848,3831,3793,1856,1886,1886,1861,986,1886,3850,5654,5717,5734,5736,10110,3604,9174,9412,9565,3803,9745,9977,10194,Avery,,,,,,5734,5717,5654,2842,135,72,16905,135,72,193,135,97,106,72,51,14969,4020,17557,15935,AVERY COUNTY,5736,1516,322,1658,1647,1658,8343,8317,8195,3384,8094,1415,1547,310,1547,1541,7906,7799,3243,7687,7912
6243,7904,5714,7903,7806,7558,3633,5714,5702,5591,2584,5714,7904,13197,13556,13665,13679,28445,8064,23791,25399,26186,8286,25616,27475,28623,Vance,48,48,48,26,61,13617,13508,13149,6217,457,316,41780,457,316,510,457,244,344,316,204,34092,8487,44535,37671,VANCE COUNTY,13618,7149,1241,7863,7721,7857,20250,20131,19297,6801,18010,6797,7458,1259,7455,7342,18355,17741,6601,16678,18384
7061,11345,2983,11343,11318,11180,5822,2983,2979,2919,1228,2983,11345,14121,14319,14348,14377,28984,9600,25486,26594,27105,9930,27091,28391,29086,Halifax,22,22,22,11,49,14326,14297,14099,7050,555,355,47245,555,355,592,555,299,393,355,217,39391,10690,50010,43237,HALIFAX COUNTY,14328,4995,974,5524,5426,5523,22970,22906,22410,8657,21541,4642,5128,922,5128,5048,21563,21191,8461,20489,21584
13957,16095,14200,16092,16039,15827,7699,14199,14139,13767,6184,14200,16095,29739,30323,30436,30475,57918,16499,50715,53502,54812,16985,53444,56459,58079,Nash,145,145,145,74,180,30291,30178,29594,13883,956,614,89023,956,614,1016,945,497,684,614,376,73765,17956,94298,81106,NASH COUNTY,30295,17639,3350,20345,19598,20326,36718,36636,35905,13138,34860,17002,19489,3333,19488,18858,34615,34030,12790,33099,34639
8075,10824,4549,10820,10776,10640,5820,4549,4543,4473,2243,4549,10824,15125,15331,15381,15423,30311,10789,26970,28015,28492,11270,28713,29834,30429,Rutherford,12,12,12,12,50,15369,15319,15113,8063,681,538,63605,681,538,757,681,489,589,538,432,53422,14855,67029,58398,RUTHERFORD COUNTY,15373,5563,1495,6050,5943,6045,23622,23585,23210,9286,22469,5394,5844,1470,5841,5755,22044,21722,8887,21038,22059
4832,5733,3737,5733,5672,5570,2871,3737,3736,3687,1961,3737,5733,9257,9408,9470,9480,16127,5850,14286,14808,15216,6186,15199,15762,16270,Ashe,0,0,0,0,10,9470,9408,9257,4832,158,80,26129,158,80,236,158,112,147,80,69,22479,7249,27203,24214,ASHE COUNTY,9470,3228,855,3463,3440,3462,12571,12507,12164,5219,11813,3096,3316,879,3316,3298,11733,11430,4902,11110,11753
6272,5725,6590,5725,5694,5625,3223,6590,6583,6484,3024,6590,5725,12145,12313,12351,12358,22990,8124,20672,21406,21854,8435,21791,22593,23108,Stokes,36,36,36,25,43,12315,12277,12109,6247,276,145,43536,276,145,358,276,179,222,145,125,37145,9917,45591,40306,STOKES COUNTY,12315,7394,1803,7961,7842,7957,14789,14757,14475,6453,14121,6971,7504,1713,7504,7401,14109,13860,6286,13556,14128
1137,1057,871,1056,1051,1036,579,871,871,867,535,871,1057,2001,2020,2025,2063,4276,1575,3744,3860,3946,1647,4077,4209,4310,Graham,98,98,98,23,135,1927,1922,1903,1114,426,307,8040,405,294,457,362,62,337,255,37,6767,2067,8441,7414,GRAHAM COUNTY,1928,895,175,907,907,907,2946,2943,2897,1410,2820,807,821,164,821,820,2786,2746,1374,2682,2788
8020,8039,9419,8036,7961,7832,3913,9418,9360,9113,4041,9419,8039,17126,17502,17635,17693,34899,9732,29948,31687,32791,10147,31986,33868,35066,Pender,181,181,181,66,235,17454,17321,16945,7954,1492,947,59482,1456,928,1527,1326,403,1014,844,286,49058,11716,63060,53967,PENDER COUNTY,17458,9509,1555,10908,10482,10896,22631,22511,21930,8189,21151,8884,10217,1494,10217,9834,21482,20925,7952,20220,21560
17672,18019,15238,18016,17812,17222,10041,15238,15225,14989,7437,15238,18019,33404,34241,34470,34492,68524,20523,59984,63012,64679,21012,63323,66681,68815,Craven,1216,1204,1193,194,1235,33254,33037,32211,17478,10066,8535,95778,9976,8476,10123,9813,1085,8555,8357,785,80387,20103,102139,87409,CRAVEN COUNTY,33257,15381,2856,16790,16459,16785,41902,41673,40246,17071,38129,14709,15976,2882,15974,15671,40091,38865,16856,36918,40148
75841,58289,141184,58272,57660,55912,23023,141179,140078,135819,52411,141184,58289,192669,198676,200389,200454,352168,82173,302611,322751,335038,84380,317598,339057,353977,Guilford,938,938,938,407,981,199451,197738,191731,75434,5658,3441,505896,5639,3441,5764,5574,2271,3470,3400,1628,418240,83442,537174,459608,GUILFORD COUNTY,199473,99243,16477,117483,110608,117098,230730,229412,222810,65632,212781,95997,113605,16321,113592,107249,217653,212061,64224,203214,217963
3252,5858,970,5857,5826,5729,2918,970,963,938,334,970,5858,6667,6789,6827,6828,12818,4584,11671,12082,12368,4652,12097,12541,12898,Madison,,,,,,6827,6789,6667,3252,220,119,20741,220,119,246,220,109,138,119,86,17939,5034,21755,19327,MADISON COUNTY,6828,1255,280,1408,1385,1405,11244,11193,10936,4263,10622,1187,1329,262,1329,1308,10882,10655,4236,10365,10901
15973,11665,22016,11655,11329,10928,5841,22015,21799,21183,10057,22016,11665,32783,33848,34390,34433,48342,14249,40375,43133,45136,14915,43304,46328,48757,Chatham,720,720,672,75,752,33670,33128,32111,15898,5050,3292,70897,4910,3225,5096,4402,843,3309,2872,440,59661,18634,74470,65198,CHATHAM COUNTY,33681,12340,2594,14067,13403,14008,29594,29284,28015,11478,26562,11854,13567,2599,13549,12912,28097,26996,11210,25649,28260
19399,19403,31876,19395,19045,18437,6092,31874,31718,30910,13171,31876,19403,49709,51125,51631,51705,104261,23301,89613,95056,98409,23891,94837,100742,104882,Pitt,362,362,362,136,426,51269,50763,49347,19263,2262,1407,170444,2262,1407,2348,2235,800,1466,1396,580,142466,25045,180742,155511,PITT COUNTY,51279,28371,3765,32920,31546,32882,69614,69117,66934,19326,64231,26534,30843,3639,30837,29565,65974,64084,19082,61683,66100
21447,15972,23520,15970,15659,15318,8628,23520,23435,23035,12713,23520,15972,39003,39811,40207,40236,63423,23241,55592,58078,59469,24082,59211,62009,63921,Moore,717,717,650,106,744,39490,39094,38353,21341,4993,3333,94937,4829,3258,5097,4298,939,3373,2881,643,79328,24192,100880,86466,MOORE COUNTY,39492,15273,3610,17311,16571,17297,41513,41133,40609,19533,39640,14540,16451,3569,16447,15763,39497,39057,19029,38171,39645
54103,50135,91786,50126,49064,47080,19885,91784,91182,88512,33880,91786,50135,136291,140945,142609,142678,256145,60700,216960,231601,241251,62719,230142,245836,257968,Forsyth,699,699,699,338,757,141910,140246,135592,53765,4241,2520,359934,4241,2520,4315,4208,1810,2564,2493,1319,295401,62720,382295,325690,FORSYTH COUNTY,141921,68394,11551,77618,74692,77481,176035,174423,166903,49358,157540,66265,75158,11663,75152,72506,162937,156575,47718,148202,163529
23229,17133,39453,17127,17034,16656,7975,39453,39232,38191,15089,39453,17133,55096,56515,56829,56886,102138,26711,89468,94886,97609,27240,93550,99318,102493,Iredell,249,249,249,165,300,56580,56266,54847,23064,2104,1443,171884,2104,1443,2174,2055,1051,1511,1411,883,140623,29513,181806,156060,IREDELL COUNTY,56586,37214,5780,42850,41020,42751,57469,57283,56194,20409,54281,35829,41053,5904,41041,39442,54982,54001,19924,52228,55045
7642,7329,5921,7328,7277,7136,3984,5921,5914,5864,3658,5921,7329,13000,13191,13249,13262,19803,8368,18147,18800,19291,8503,18659,19348,19913,Transylvania,0,0,0,0,12,13249,13191,13000,7642,338,209,33015,338,209,392,338,267,256,209,195,29099,10809,34385,30988,TRANSYLVANIA COUNTY,13250,3311,1147,3498,3442,3489,16023,15976,15568,7089,15010,3206,3363,1163,3358,3316,15656,15275,7010,14732,15672
2975,3109,2390,3107,3096,3049,1668,2390,2387,2371,1279,2390,3109,5468,5531,5545,5551,11793,4109,10390,10835,11071,4306,11078,11579,11865,Martin,48,48,48,28,52,5497,5483,5420,2947,194,136,21211,194,136,247,194,137,176,136,115,17917,5372,22440,19455,MARTIN COUNTY,5499,2496,580,2707,2645,2707,8911,8892,8740,3589,8388,2345,2538,546,2538,2485,8348,8214,3448,7909,8357
3312,4113,2528,4113,4077,4017,2021,2528,2526,2489,1291,2528,4113,6506,6603,6641,6664,11614,3917,10247,10698,10988,4017,10760,11286,11668,Warren,0,0,0,0,23,6641,6603,6506,3312,157,116,18843,157,116,167,157,104,122,116,85,16200,5173,19731,17477,WARREN COUNTY,6641,2395,521,2657,2609,2656,8844,8801,8520,3392,8208,2329,2574,543,2573,2524,8279,8058,3289,7802,8292
1550,1837,990,1837,1826,1793,1016,990,990,975,520,990,1837,2818,2866,2877,2927,5732,1968,4941,5149,5306,2102,5374,5633,5776,Jones,50,50,50,14,100,2827,2816,2768,1536,554,356,8956,554,356,581,528,156,415,356,73,7704,2257,9419,8314,JONES COUNTY,2827,1191,254,1293,1274,1292,3902,3886,3805,1692,3655,1076,1174,240,1174,1149,3713,3644,1655,3509,3717
7507,6335,9133,6334,6251,6070,3150,9133,9102,8892,4347,9133,6335,14972,15363,15477,15525,25913,8490,22926,24227,24987,8694,23888,25228,26069,Davie,10,10,10,10,57,15467,15353,14962,7497,464,257,40760,464,257,526,464,220,327,257,170,33901,9279,42846,37262,DAVIE COUNTY,15468,7262,1782,8108,7895,8098,17435,17351,16869,6692,16162,7002,7828,1765,7826,7614,16790,16356,6555,15667,16832
33245,30756,45660,30748,30516,29845,14117,45656,45430,44159,17148,45660,30756,90443,92614,93106,93157,234808,38505,188116,199181,204848,41662,215941,228298,235365,Cumberland,16702,16668,16439,1980,16741,76404,75946,74004,31265,91274,69458,310252,90253,68851,91361,87841,8312,69521,66976,5907,252655,40937,335509,277878,CUMBERLAND COUNTY,76416,52751,6983,61612,58753,61514,82392,82020,79292,26367,75349,50193,58466,6877,58442,55846,76748,74484,25721,70947,76861
5766,8515,3446,8510,8454,8295,3933,3446,3441,3413,1833,3446,8515,11708,11895,11956,11988,25419,8286,22632,23593,24025,8636,23954,25000,25536,Mcdowell,0,0,0,0,27,11956,11895,11708,5766,574,339,43474,574,339,640,574,307,380,339,218,36617,9517,45756,39943,MCDOWELL COUNTY,11961,3306,677,3484,3448,3483,21412,21362,20978,7652,20074,2966,3116,601,3116,3088,20511,20166,7467,19327,20529
4690,5023,2302,5020,5012,4967,3279,2302,2302,2297,1356,2302,5023,7367,7417,7425,7466,14032,6513,12798,13077,13298,6757,13616,13914,14152,Cherokee,103,103,103,55,141,7322,7314,7264,4635,613,439,27420,613,439,717,613,234,541,439,185,23877,8723,28612,25640,CHEROKEE COUNTY,7325,2892,916,2914,2911,2914,10521,10505,10390,5607,10111,2613,2630,856,2630,2630,10111,10008,5472,9746,10127
2725,3086,1679,3082,3074,3038,1829,1679,1679,1656,896,1679,3086,4694,4753,4761,4780,8758,3212,7478,7808,7970,3553,8296,8642,8845,Chowan,0,0,0,0,15,4761,4753,4694,2725,174,66,13243,174,66,246,174,67,125,66,10,11164,3521,13943,12171,CHOWAN COUNTY,4765,1732,426,1838,1833,1838,6761,6746,6635,3060,6390,1679,1780,458,1780,1777,6063,5965,2744,5733,6065
26801,41713,48470,41693,39449,36712,11125,48468,47909,46015,15647,48470,41713,82779,87410,90213,90272,118233,24160,99447,107635,115881,24591,102443,110841,120409,Orange,52,52,52,29,89,90161,87358,82727,26772,1405,857,142010,1405,857,1528,1405,462,948,857,351,119925,21654,148476,130842,ORANGE COUNTY,90183,23531,3389,26581,25555,26427,92300,90401,83881,20740,77507,23441,26523,3503,26443,25473,87364,81305,20306,75149,88410
4379,6334,2836,6334,6298,6208,3019,2836,2832,2783,1360,2836,6334,9002,9141,9181,9217,17846,5972,16085,16628,16976,6228,17017,17591,17974,Alexander,11,11,11,0,47,9170,9130,8991,4379,392,204,35620,392,204,496,392,162,303,204,74,30040,7667,37497,32781,ALEXANDER COUNTY,9170,2804,414,3056,3000,3054,14422,14400,14199,5652,13821,2617,2858,394,2858,2799,13810,13625,5504,13264,13815
45267,83719,81961,83712,81156,77932,20260,81961,80973,78644,24819,81961,83719,157071,162624,166168,166232,244604,44083,207966,221227,234316,45509,218578,232513,248921,Durham,495,495,495,188,552,165673,162129,156576,45079,8383,5492,301307,8358,5479,8458,8285,2203,5559,5434,1568,255829,43764,321488,275950,DURHAM COUNTY,165680,53743,6376,61327,58449,61010,179136,175211,165706,36930,156550,52426,59797,6379,59706,57071,167143,158677,36136,150106,168960
24063,27848,17687,27823,27557,26888,14591,17687,17628,17349,9437,17687,27848,44288,45236,45561,45626,72843,27539,65098,68080,70022,28113,67753,70901,73164,Henderson,51,51,51,35,91,45510,45185,44237,24028,1725,996,111764,1725,996,1776,1725,1048,1077,996,768,95451,30961,117417,103234,HENDERSON COUNTY,45535,13882,4192,15119,14723,15107,56269,56011,54453,22873,52146,13313,14512,4155,14505,14141,54383,52943,22616,50789,54433
5253,6576,4539,6574,6518,6361,3065,4539,4537,4487,2188,4539,6576,10848,11055,11113,11130,23181,6907,19800,20703,21276,7466,21607,22572,23270,Pasquotank,0,0,0,0,15,11113,11055,10848,5253,36,0,37393,36,0,52,36,24,21,0,0,31068,6841,39824,34029,PASQUOTANK COUNTY,11115,5520,1049,5831,5750,5828,17387,17317,16786,6393,16051,5215,5495,989,5493,5423,15746,15280,5918,14585,15760
2713,2930,1476,2930,2917,2876,1793,1476,1474,1470,920,1476,2930,4346,4391,4406,4443,7351,3312,6758,6927,7053,3394,7065,7258,7421,Pamlico,0,0,0,0,37,4406,4391,4346,2713,180,127,12261,180,127,238,180,92,174,127,74,10805,3866,12726,11540,PAMLICO COUNTY,4406,1224,299,1321,1298,1321,5862,5850,5780,3003,5661,1163,1245,296,1245,1226,5631,5574,2942,5468,5634
1902,3116,818,3116,3107,3067,1502,818,818,799,400,818,3116,3866,3925,3934,3934,7838,2890,6978,7199,7312,3031,7488,7728,7868,Mitchell,,,,,,3934,3925,3866,1902,109,52,14242,109,52,124,109,77,75,52,52,12229,3810,14964,13195,MITCHELL COUNTY,3934,1161,290,1297,1287,1297,6447,6432,6332,2664,6218,1038,1164,244,1164,1157,6069,5990,2594,5888,6073
2782,3609,1954,3609,3594,3551,1819,1954,1952,1930,963,1954,3609,5557,5622,5639,5676,13702,4385,11634,12026,12269,4995,13078,13497,13760,Currituck,76,76,76,0,113,5563,5546,5481,2782,1049,652,26216,1005,624,1088,902,144,703,543,41,21675,4551,27763,23787,CURRITUCK COUNTY,5563,2093,415,2244,2198,2244,10428,10409,10294,4436,10083,1978,2119,412,2119,2073,9441,9329,3932,9113,9447
44338,25082,42576,25079,25009,24785,16770,42574,42480,42098,27456,42576,25082,67138,67744,67908,67960,94871,44758,86673,89242,90646,45925,90613,93422,95029,Brunswick,255,255,255,112,302,67653,67489,66883,44226,3004,2028,137478,2993,2028,3027,2967,1718,2071,2028,1274,121795,46605,142820,129086,BRUNSWICK COUNTY,67658,23586,7012,25916,25140,25901,66086,65966,65289,37195,64060,22710,24901,7212,24898,24190,63623,63024,36272,61935,63674
21308,22008,23204,22005,21824,21305,10964,23204,23159,22795,10176,23204,22008,44386,45269,45495,45556,88610,26313,76970,80789,82627,27099,82254,86523,88900,Davidson,286,286,286,168,344,45209,44983,44100,21140,2165,1397,158409,2153,1397,2237,2099,1053,1444,1359,760,131285,31089,167609,144432,DAVIDSON COUNTY,45212,24956,4907,27050,26524,27036,59613,59409,57846,21139,55199,23714,25620,4901,25619,25159,55512,54233,20652,51897,55563
9435,8810,13311,8806,8708,8494,3771,13310,13263,12965,5629,13311,8810,21553,22065,22210,22293,40598,10975,35041,37149,38322,11305,37070,39369,40871,Franklin,94,94,94,35,172,22116,21971,21459,9400,1377,831,65799,1359,831,1463,1276,487,880,778,298,54524,11935,69685,59978,FRANKLIN COUNTY,22121,12762,2165,14572,14068,14544,24836,24677,23942,8653,23032,12214,13913,2180,13913,13467,23493,22851,8497,22049,23529
8099,7291,8857,7288,7256,7137,4098,8857,8848,8707,4001,8857,7291,15844,16104,16145,16175,28293,9696,25454,26519,27199,10017,26535,27659,28410,Dare,0,0,0,0,27,16145,16104,15844,8099,325,124,35367,325,124,385,325,122,196,124,0,30088,8201,37009,32745,DARE COUNTY,16148,5336,719,6066,5795,6058,21959,21910,21539,9176,20874,5019,5748,700,5743,5487,21233,20908,8996,20311,21255
41850,37028,59536,37013,36720,35915,17233,59536,59136,57671,24445,59536,37028,94016,96286,96979,97030,157887,42475,138387,145917,150767,43569,144891,152980,158579,New Hanover,430,430,430,172,466,96549,95856,93586,41678,3366,2124,223363,3341,2113,3430,3260,1407,2165,2059,994,191812,43147,234473,206724,NEW HANOVER COUNTY,96564,45632,6788,52748,50195,52651,102401,101870,99444,35374,95999,43829,50782,6753,50780,48382,97507,95422,34728,92499,97820
4553,5540,2744,5537,5525,5467,3141,2744,2741,2681,1253,2744,5540,9191,9385,9413,9451,24303,6235,19328,20721,21233,6760,21949,23662,24396,Bladen,1132,1119,1043,159,1167,8281,8266,8148,4394,6728,4758,31131,6457,4615,6805,5570,783,4787,3978,474,26077,7459,32722,28574,BLADEN COUNTY,8284,4326,782,4738,4653,4737,12853,12838,12552,5195,12053,4106,4505,735,4505,4427,11933,11679,5026,11244,11941
2730,4476,1468,4475,4461,4419,2136,1468,1468,1431,594,1468,4476,5860,5939,5953,5975,12430,3846,10937,11377,11632,3991,11715,12191,12498,Anson,10,10,10,0,31,5943,5929,5850,2730,172,102,23143,172,102,228,172,100,137,102,75,19608,4730,24446,21306,ANSON COUNTY,5944,2748,475,3102,3060,3101,9168,9157,8959,3416,8795,2508,2838,426,2837,2802,8654,8473,3345,8327,8657
