At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - NC
7595,9474,6988,9471,9435,9234,4439,6988,6982,6853,3128,6988,9474,16134,16464,16506,16552,36038,9616,31138,32755,33437,9966,33516,35298,36118,Sampson,47,47,47,28,90,16459,16417,16087,7567,636,405,59389,636,405,677,636,291,460,405,208,48081,11637,63531,53473,SAMPSON COUNTY,16462,8378,1432,9194,8999,9194,26247,26208,25663,8243,24502,7915,8666,1393,8666,8504,24294,23846,8015,22818,24311
5552,7265,4425,7264,7250,7214,3333,4425,4415,4314,2200,4425,7265,11571,11708,11732,11753,25729,7569,22648,23706,24123,7880,24118,25278,25851,Columbus,43,43,43,19,63,11689,11665,11528,5533,389,307,52603,389,307,479,389,233,349,307,205,44013,11419,55508,48224,COLUMBUS COUNTY,11690,6379,1269,7432,7236,7430,17940,17910,17653,6378,17350,5935,6957,1193,6955,6786,16800,16613,6171,16406,16817
3071,4838,1386,4835,4820,4767,2462,1386,1382,1364,609,1386,4838,6131,6202,6221,6238,11510,4163,10238,10561,10810,4389,10946,11304,11591,Caswell,0,0,0,0,14,6221,6202,6131,3071,180,74,21496,180,74,235,180,87,129,74,61,18383,5005,22604,19944,CASWELL COUNTY,6224,1678,416,1789,1766,1788,9567,9542,9358,3886,9088,1418,1518,297,1518,1495,9152,8992,3805,8746,9163
3012,4990,568,4990,4964,4905,2781,568,567,532,231,568,4990,5437,5531,5558,5558,9683,3891,8742,9030,9215,4017,9190,9508,9755,Yancey,,,,,,5558,5531,5437,3012,137,107,17212,137,107,180,137,118,134,107,107,14782,4744,18069,15969,YANCEY COUNTY,5558,960,172,1110,1106,1108,8465,8438,8265,3727,8093,886,1029,170,1028,1023,8047,7900,3614,7749,8052
8000,8117,10490,8115,7948,7634,3688,10490,10437,10206,4261,10490,8117,17952,18497,18717,18748,37175,9564,31473,33613,34745,9886,33572,35909,37390,Lee,112,112,112,51,141,18605,18385,17840,7949,705,474,57893,705,474,723,705,276,496,474,227,47136,10404,61779,52144,LEE COUNTY,18607,10726,1514,12384,11995,12370,24283,24100,23209,8096,22141,10392,11920,1507,11919,11589,22298,21550,7830,20607,22329
3261,4391,2096,4389,4385,4364,2327,2095,2092,2030,934,2096,4391,6394,6477,6484,6500,12248,4151,10776,11259,11469,4348,11503,12051,12326,Hertford,0,0,0,0,13,6484,6477,6394,3261,43,12,22610,43,12,97,43,29,41,12,12,19299,4836,23677,20898,HERTFORD COUNTY,6487,3115,683,3598,3505,3593,8631,8612,8503,3636,8345,2908,3324,673,3324,3248,8091,7999,3466,7856,8104
14177,11272,15358,11269,11228,11094,6438,15355,15332,15174,7677,15358,11272,26371,26663,26727,26751,49268,16782,44196,45969,46856,17237,46457,48346,49419,Rockingham,103,103,103,62,121,26624,26560,26268,14115,594,365,86406,594,365,633,594,374,405,365,278,72695,18996,91010,79246,ROCKINGHAM COUNTY,26630,14328,2981,15528,15156,15517,33258,33157,32596,13882,31535,13590,14717,2940,14717,14379,31709,31225,13564,30241,31734
14045,7989,16541,7988,7952,7870,4731,16539,16501,16255,8967,16541,7989,25243,25631,25705,25711,48751,17134,42725,44586,45432,17891,45757,47819,48908,Carteret,1178,1178,1118,347,1181,24527,24453,24125,13698,7067,5284,66672,6901,5184,7163,6423,1548,5305,4808,1025,57537,17867,69473,62070,CARTERET COUNTY,24530,12111,2600,13550,13156,13544,28195,28140,27762,13743,27223,11695,13054,2678,13051,12691,27061,26711,13431,26222,27073
117574,149049,273027,148986,147029,141339,39258,273022,270502,260746,77679,273027,149049,403863,419319,423796,423931,753914,124395,633048,680500,712368,128282,669510,719804,758144,Mecklenburg,1788,1788,1778,637,1855,422008,417531,402085,116937,9875,5927,1037049,9842,5914,9972,9717,3228,5982,5831,2293,852079,127686,1110356,937616,MECKLENBURG COUNTY,422076,230130,24848,269954,255960,269176,478218,474863,454002,100206,429663,221677,260313,24715,260230,247016,445135,427570,97387,405540,446073
2111,2117,1244,2117,2105,2075,1221,1244,1244,1213,556,1244,2117,4394,4617,4683,4694,9566,2531,7290,7853,8345,2674,8402,9065,9679,Swain,1322,1268,1106,334,1333,3361,3349,3288,1777,4069,3071,13403,3674,2731,4174,3216,524,3122,2352,430,11137,2803,14271,12138,SWAIN COUNTY,3361,1234,254,1337,1324,1336,4168,4161,4067,1896,3952,1107,1202,237,1201,1189,4018,3933,1864,3831,4021
2833,3845,1884,3843,3826,3788,1849,1884,1884,1859,984,1884,3845,5647,5710,5727,5729,10099,3598,9162,9397,9550,3796,9734,9965,10183,Avery,,,,,,5727,5710,5647,2833,135,72,16905,135,72,193,135,97,106,72,51,14969,4020,17557,15935,AVERY COUNTY,5729,1517,322,1659,1648,1659,8331,8305,8182,3377,8082,1416,1548,310,1548,1542,7891,7783,3237,7674,7896
6234,7913,5710,7912,7817,7569,3632,5710,5698,5587,2576,5710,7913,13204,13563,13670,13684,28426,8055,23786,25396,26180,8275,25602,27462,28589,Vance,48,48,48,26,61,13622,13515,13156,6208,457,316,41780,457,316,497,457,244,344,316,204,34092,8487,44535,37671,VANCE COUNTY,13623,7140,1239,7858,7716,7852,20234,20117,19289,6792,18005,6793,7457,1257,7454,7341,18352,17739,6594,16677,18379
7053,11343,2983,11341,11316,11179,5818,2983,2979,2919,1224,2983,11343,14120,14317,14346,14375,28979,9591,25479,26589,27101,9921,27080,28384,29080,Halifax,22,22,22,11,49,14324,14295,14098,7042,555,355,47245,555,355,592,555,299,393,355,217,39391,10690,50010,43237,HALIFAX COUNTY,14326,4988,975,5523,5425,5522,22965,22902,22404,8647,21537,4639,5130,923,5130,5050,21557,21184,8451,20485,21578
13961,16104,14208,16101,16049,15835,7706,14207,14147,13774,6181,14208,16104,29754,30341,30453,30492,57936,16498,50710,53510,54824,16984,53448,56474,58094,Nash,145,145,145,74,180,30308,30196,29609,13887,956,614,89023,956,614,1016,945,497,684,614,376,73765,17956,94298,81106,NASH COUNTY,30312,17631,3345,20347,19596,20329,36731,36651,35922,13142,34872,16987,19485,3327,19484,18852,34631,34044,12795,33109,34655
8068,10817,4549,10813,10769,10633,5810,4549,4543,4472,2246,4549,10817,15117,15324,15374,15406,30307,10774,26964,28002,28482,11254,28710,29823,30425,Rutherford,12,12,12,12,40,15362,15312,15105,8056,681,538,63605,681,538,757,681,489,589,538,432,53422,14855,67029,58398,RUTHERFORD COUNTY,15366,5564,1493,6051,5944,6046,23617,23580,23198,9272,22465,5393,5842,1468,5839,5754,22036,21710,8874,21033,22051
4824,5717,3745,5717,5655,5555,2857,3745,3744,3695,1967,3745,5717,9250,9399,9462,9472,16099,5823,14244,14767,15177,6162,15165,15731,16240,Ashe,0,0,0,0,10,9462,9399,9250,4824,158,80,26129,158,80,236,158,112,146,80,69,22479,7249,27203,24214,ASHE COUNTY,9462,3226,853,3464,3441,3463,12540,12478,12132,5197,11781,3092,3316,877,3316,3298,11695,11389,4877,11072,11715
6254,5724,6589,5724,5694,5625,3216,6589,6582,6480,3013,6589,5724,12141,12312,12349,12356,22973,8100,20651,21384,21833,8413,21771,22576,23090,Stokes,36,36,36,25,43,12313,12276,12105,6229,276,145,43536,276,145,358,276,179,222,145,125,37145,9917,45591,40306,STOKES COUNTY,12313,7386,1799,7955,7835,7951,14777,14746,14465,6435,14109,6966,7500,1708,7500,7396,14092,13843,6267,13540,14111
1134,1056,871,1055,1050,1035,577,871,871,867,534,871,1056,2000,2019,2024,2062,4274,1570,3740,3856,3942,1644,4075,4207,4308,Graham,98,98,98,23,135,1926,1921,1902,1111,426,307,8040,405,294,457,362,62,337,255,37,6767,2067,8441,7414,GRAHAM COUNTY,1927,895,175,907,907,907,2944,2941,2895,1407,2818,807,821,164,821,820,2782,2742,1369,2678,2784
8010,8033,9415,8030,7956,7825,3905,9414,9356,9108,4039,9415,8033,17114,17493,17625,17683,34892,9720,29946,31689,32786,10130,31977,33862,35058,Pender,181,181,181,66,235,17444,17312,16933,7944,1491,947,59482,1455,928,1526,1325,403,1014,844,286,49058,11716,63060,53967,PENDER COUNTY,17448,9504,1547,10906,10480,10894,22626,22507,21927,8180,21148,8880,10217,1486,10217,9834,21483,20927,7948,20222,21555
17652,18003,15238,18000,17800,17210,10029,15238,15225,14987,7429,15238,18003,33386,34225,34450,34472,68501,20499,59946,62985,64651,20991,63291,66658,68785,Craven,1212,1200,1189,194,1231,33238,33025,32197,17458,10064,8534,95778,9974,8475,10121,9811,1085,8554,8356,785,80387,20103,102139,87409,CRAVEN COUNTY,33241,15369,2850,16785,16452,16780,41879,41657,40232,17056,38111,14695,15969,2875,15967,15663,40072,38847,16839,36895,40128
75751,58239,141176,58222,57628,55880,23004,141171,140071,135793,52340,141176,58239,192610,198636,200330,200385,352082,82085,302507,322654,334945,84278,317493,338957,353802,Guilford,937,937,937,407,970,199393,197699,191673,75344,5644,3435,505896,5625,3435,5708,5560,2261,3464,3394,1628,418240,83442,537174,459608,GUILFORD COUNTY,199415,99193,16445,117438,110556,117055,230656,229383,222776,65572,212740,95943,113559,16289,113547,107194,217625,212025,64168,203170,217922
3255,5864,973,5863,5833,5736,2917,973,966,941,338,973,5864,6677,6799,6836,6837,12825,4583,11677,12088,12373,4652,12104,12548,12902,Madison,,,,,,6836,6799,6677,3255,220,119,20741,220,119,246,220,109,138,119,86,17939,5034,21755,19327,MADISON COUNTY,6837,1255,280,1408,1385,1405,11248,11200,10943,4263,10629,1186,1328,261,1328,1307,10891,10662,4236,10372,10907
15925,11567,22023,11557,11236,10837,5791,22022,21810,21195,10060,22023,11567,32703,33765,34298,34341,48146,14187,40182,42936,44939,14855,43106,46127,48538,Chatham,719,719,671,74,751,33579,33046,32032,15851,5042,3286,70897,4904,3219,5077,4396,843,3303,2866,438,59661,18634,74470,65198,CHATHAM COUNTY,33590,12320,2596,14054,13386,13995,29407,29109,27837,11416,26390,11829,13547,2595,13529,12889,27931,26828,11154,25487,28089
19377,19389,31875,19381,19039,18432,6079,31873,31719,30904,13162,31875,19389,49698,51120,51616,51690,104221,23270,89591,95034,98389,23861,94797,100699,104798,Pitt,362,362,362,136,426,51254,50758,49336,19241,2261,1407,170444,2261,1407,2318,2234,800,1466,1396,580,142466,25045,180742,155511,PITT COUNTY,51264,28342,3755,32897,31516,32859,69583,69101,66922,19306,64221,26509,30828,3627,30822,29540,65974,64087,19063,61686,66095
21427,15935,23531,15933,15632,15299,8612,23531,23447,23045,12709,23531,15935,38994,39796,40181,40210,63363,23214,55546,58027,59399,24053,59169,61958,63848,Moore,717,717,650,106,744,39464,39079,38344,21321,4992,3333,94937,4828,3258,5096,4297,939,3373,2881,643,79328,24192,100880,86466,MOORE COUNTY,39466,15264,3607,17310,16565,17296,41442,41075,40565,19507,39608,14532,16449,3569,16445,15760,39439,39009,19002,38133,39577
54050,50109,91770,50100,49056,47075,19877,91768,91173,88486,33835,91770,50109,136260,140928,142567,142625,256090,60664,216903,231566,241160,62674,230072,245790,257852,Forsyth,699,699,699,338,746,141868,140229,135561,53712,4240,2520,359934,4240,2520,4290,4207,1810,2553,2493,1319,295401,62720,382295,325690,FORSYTH COUNTY,141879,68356,11532,77603,74677,77467,175959,174383,166873,49332,157509,66229,75140,11645,75134,72488,162903,156558,47700,148181,163467
23206,17151,39445,17145,17051,16674,7981,39445,39226,38179,15060,39445,17151,55102,56526,56839,56896,102147,26689,89458,94893,97620,27220,93531,99322,102501,Iredell,249,249,249,165,300,56590,56277,54853,23041,2104,1443,171884,2104,1443,2174,2055,1051,1511,1411,883,140623,29513,181806,156060,IREDELL COUNTY,56596,37186,5764,42831,41002,42735,57496,57308,56216,20405,54290,35810,41041,5888,41029,39429,55005,54021,19918,52237,55068
7631,7316,5919,7315,7267,7125,3974,5919,5912,5862,3657,5919,7316,12987,13179,13234,13247,19799,8355,18138,18790,19280,8496,18657,19344,19906,Transylvania,0,0,0,0,12,13234,13179,12987,7631,338,209,33015,338,209,392,338,267,256,209,195,29099,10809,34385,30988,TRANSYLVANIA COUNTY,13235,3309,1146,3496,3440,3487,16018,15974,15566,7083,15010,3204,3361,1162,3356,3314,15648,15267,6998,14725,15663
2972,3107,2389,3105,3095,3047,1667,2389,2386,2370,1277,2389,3107,5465,5529,5542,5548,11785,4103,10382,10825,11062,4297,11068,11571,11857,Martin,48,48,48,28,52,5494,5481,5417,2944,194,136,21211,194,136,247,194,137,176,136,115,17917,5372,22440,19455,MARTIN COUNTY,5496,2495,580,2707,2645,2707,8903,8884,8732,3580,8379,2345,2538,546,2538,2485,8339,8204,3442,7901,8348
3313,4114,2528,4114,4079,4018,2021,2528,2526,2488,1292,2528,4114,6506,6605,6642,6665,11612,3917,10246,10698,10989,4015,10758,11284,11664,Warren,0,0,0,0,23,6642,6605,6506,3313,157,116,18843,157,116,167,157,104,122,116,85,16200,5173,19731,17477,WARREN COUNTY,6642,2395,520,2658,2610,2657,8839,8798,8517,3391,8206,2329,2575,542,2574,2525,8279,8057,3290,7801,8292
1549,1835,992,1835,1824,1791,1015,992,992,977,520,992,1835,2818,2866,2877,2927,5730,1968,4940,5148,5305,2102,5372,5630,5773,Jones,50,50,50,14,100,2827,2816,2768,1535,554,356,8956,554,356,581,528,156,415,356,73,7704,2257,9419,8314,JONES COUNTY,2827,1190,254,1292,1273,1291,3900,3885,3803,1692,3654,1075,1173,240,1173,1148,3713,3644,1655,3509,3717
7495,6338,9130,6337,6254,6072,3149,9130,9099,8888,4336,9130,6338,14970,15363,15477,15525,25900,8474,22909,24208,24970,8678,23874,25213,26054,Davie,10,10,10,10,57,15467,15353,14960,7485,464,257,40760,464,257,526,464,220,327,257,170,33901,9279,42846,37262,DAVIE COUNTY,15468,7258,1779,8103,7890,8093,17425,17343,16859,6679,16152,6997,7822,1761,7820,7607,16780,16344,6543,15655,16821
33174,30718,45647,30710,30480,29807,14077,45643,45418,44145,17132,45647,30718,90355,92529,93018,93058,234680,38437,187990,199054,204722,41576,215799,228154,235203,Cumberland,16665,16631,16403,1965,16693,76353,75898,73952,31209,91206,69405,310252,90190,68804,91260,87779,8283,69460,66931,5894,252655,40937,335509,277878,CUMBERLAND COUNTY,76365,52726,6973,61601,58727,61502,82342,81972,79237,26320,75294,50165,58450,6866,58428,55817,76701,74433,25677,70894,76812
5774,8534,3445,8529,8475,8316,3944,3445,3440,3411,1830,3445,8534,11727,11915,11974,12006,25426,8287,22644,23610,24040,8628,23956,25007,25538,Mcdowell,0,0,0,0,27,11974,11915,11727,5774,564,339,43474,564,339,625,564,297,380,339,218,36617,9517,45756,39943,MCDOWELL COUNTY,11979,3303,676,3482,3446,3481,21431,21381,20997,7655,20089,2964,3115,600,3115,3087,20529,20184,7469,19341,20545
4687,5023,2301,5020,5012,4967,3277,2301,2301,2296,1355,2301,5023,7366,7416,7424,7465,14032,6506,12792,13071,13292,6751,13616,13914,14152,Cherokee,103,103,103,55,141,7321,7313,7263,4632,613,439,27420,613,439,717,613,234,541,439,185,23877,8723,28612,25640,CHEROKEE COUNTY,7324,2893,916,2915,2912,2915,10520,10504,10389,5601,10110,2612,2629,856,2629,2629,10106,10003,5465,9741,10122
2723,3085,1677,3081,3073,3037,1827,1677,1677,1654,896,1677,3085,4691,4750,4758,4777,8756,3207,7481,7812,7974,3547,8294,8640,8842,Chowan,0,0,0,0,15,4758,4750,4691,2723,174,66,13243,174,66,246,174,67,125,66,10,11164,3521,13943,12171,CHOWAN COUNTY,4762,1732,424,1838,1833,1838,6758,6744,6633,3056,6388,1680,1781,455,1781,1778,6066,5968,2742,5735,6068
26784,41699,48459,41679,39459,36724,11132,48457,47900,46001,15623,48459,41699,82777,87411,90188,90237,118238,24151,99462,107653,115866,24550,102429,110837,120378,Orange,52,52,52,29,79,90136,87359,82725,26755,1395,857,142010,1395,857,1513,1395,454,938,857,351,119925,21654,148476,130842,ORANGE COUNTY,90158,23510,3374,26566,25538,26413,92299,90430,83904,20722,77524,23428,26518,3495,26437,25459,87401,81337,20305,75177,88410
4370,6327,2840,6327,6292,6201,3009,2840,2836,2786,1361,2840,6327,8998,9139,9178,9214,17830,5949,16062,16607,16956,6206,16998,17574,17958,Alexander,11,11,11,0,47,9167,9128,8987,4370,392,204,35620,392,204,496,392,162,303,204,74,30040,7667,37497,32781,ALEXANDER COUNTY,9167,2805,414,3057,3000,3055,14405,14383,14182,5630,13801,2618,2859,394,2859,2799,13789,13604,5481,13240,13794
45161,83560,81936,83553,81069,77843,20202,81936,80947,78608,24781,81936,83560,156924,162489,165962,166035,244369,43977,207800,221070,234113,45363,218366,232302,248624,Durham,473,473,473,178,539,165489,162016,156451,44983,8317,5480,301307,8292,5467,8390,8220,2153,5549,5423,1558,255829,43764,321488,275950,DURHAM COUNTY,165496,53716,6365,61311,58427,60992,178923,175060,165583,36845,156430,52387,59767,6363,59676,57039,167012,158564,36056,149990,168797
24018,27841,17664,27816,27560,26892,14581,17664,17605,17323,9412,17664,27841,44256,45206,45521,45577,72826,27512,65081,68064,69995,28078,67729,70877,73134,Henderson,41,41,41,25,72,45480,45165,44215,23993,1715,996,111764,1715,996,1763,1715,1038,1067,996,768,95451,30961,117417,103234,HENDERSON COUNTY,45505,13874,4185,15114,14717,15102,56257,56009,54445,22855,52140,13306,14508,4147,14501,14135,54372,52933,22597,50779,54420
5250,6575,4537,6573,6518,6360,3063,4537,4535,4485,2187,4537,6575,10845,11053,11110,11127,23181,6902,19798,20702,21275,7461,21607,22572,23265,Pasquotank,0,0,0,0,15,11110,11053,10845,5250,36,0,37393,36,0,52,36,24,21,0,0,31068,6841,39824,34029,PASQUOTANK COUNTY,11112,5517,1047,5829,5748,5826,17384,17319,16788,6390,16054,5212,5493,987,5491,5421,15747,15281,5915,14586,15761
2719,2939,1475,2939,2926,2884,1800,1475,1473,1469,919,1475,2939,4353,4399,4414,4451,7360,3322,6769,6937,7065,3401,7073,7265,7428,Pamlico,0,0,0,0,37,4414,4399,4353,2719,180,127,12261,180,127,238,180,92,174,127,74,10805,3866,12726,11540,PAMLICO COUNTY,4414,1224,299,1321,1298,1321,5869,5859,5787,3010,5669,1164,1246,297,1246,1227,5642,5583,2951,5478,5645
1901,3116,818,3116,3107,3067,1502,818,818,798,399,818,3116,3865,3925,3934,3934,7829,2888,6972,7195,7307,3029,7478,7720,7858,Mitchell,,,,,,3934,3925,3865,1901,109,52,14242,109,52,124,109,77,75,52,52,12229,3810,14964,13195,MITCHELL COUNTY,3934,1157,289,1295,1285,1295,6439,6425,6326,2663,6212,1036,1164,244,1164,1157,6065,5986,2592,5884,6068
2777,3610,1953,3610,3595,3552,1816,1953,1951,1929,961,1953,3610,5557,5622,5639,5676,13700,4380,11634,12027,12270,4990,13074,13495,13758,Currituck,76,76,76,0,113,5563,5546,5481,2777,1048,652,26216,1004,624,1087,901,144,703,543,41,21675,4551,27763,23787,CURRITUCK COUNTY,5563,2093,414,2245,2199,2245,10426,10407,10292,4432,10080,1979,2121,410,2121,2075,9440,9328,3929,9112,9446
44287,25082,42556,25079,25009,24784,16759,42554,42459,42077,27416,42556,25082,67116,67723,67888,67940,94841,44710,86630,89204,90611,45880,90574,93388,94995,Brunswick,255,255,255,112,302,67633,67468,66861,44175,3004,2028,137478,2993,2028,3027,2967,1718,2071,2028,1274,121795,46605,142820,129086,BRUNSWICK COUNTY,67638,23560,6998,25893,25117,25880,66075,65957,65278,37164,64047,22683,24878,7196,24875,24166,63611,63010,36240,61919,63662
21269,21980,23206,21977,21801,21282,10937,23206,23160,22793,10164,23206,21980,44361,45247,45469,45529,88522,26256,76886,80701,82539,27041,82174,86439,88808,Davidson,286,286,286,168,343,45183,44961,44075,21101,2164,1396,158409,2152,1396,2236,2099,1053,1443,1359,760,131285,31089,167609,144432,DAVIDSON COUNTY,45186,24941,4901,27036,26510,27024,59536,59334,57777,21087,55134,23696,25601,4894,25600,25140,55445,54165,20602,51831,55495
9419,8802,13319,8797,8701,8487,3756,13318,13272,12972,5628,13319,8802,21553,22067,22209,22293,40570,10952,35013,37120,38290,11280,37038,39338,40830,Franklin,94,94,94,35,172,22115,21973,21459,9384,1376,831,65799,1358,831,1452,1275,487,880,778,298,54524,11935,69685,59978,FRANKLIN COUNTY,22121,12758,2158,14573,14068,14545,24805,24649,23912,8635,23005,12212,13915,2175,13915,13468,23462,22821,8479,22023,23495
8088,7294,8855,7291,7259,7139,4096,8855,8846,8704,3992,8855,7294,15843,16105,16146,16176,28290,9676,25441,26509,27189,9998,26528,27656,28407,Dare,0,0,0,0,27,16146,16105,15843,8088,325,124,35367,325,124,385,325,122,196,124,0,30088,8201,37009,32745,DARE COUNTY,16149,5333,716,6065,5794,6057,21957,21908,21537,9160,20870,5012,5743,696,5738,5482,21228,20903,8980,20305,21250
41778,37008,59526,36993,36701,35892,17204,59526,59126,57654,24402,59526,37008,93976,96257,96949,97000,157852,42416,138330,145872,150715,43509,144832,152937,158541,New Hanover,430,430,430,172,466,96519,95827,93546,41606,3365,2122,223363,3340,2112,3429,3259,1406,2163,2058,994,191812,43147,234473,206724,NEW HANOVER COUNTY,96534,45604,6772,52738,50182,52640,102374,101847,99415,35331,95969,43806,50777,6735,50775,48369,97475,95391,34687,92466,97775
4543,5537,2742,5534,5522,5464,3134,2742,2738,2677,1250,2742,5537,9184,9378,9407,9445,24299,6231,19312,20709,21224,6756,21937,23655,24391,Bladen,1131,1118,1043,159,1166,8276,8260,8141,4384,6727,4752,31131,6456,4609,6804,5569,783,4781,3973,473,26077,7459,32722,28574,BLADEN COUNTY,8279,4322,782,4737,4651,4736,12850,12836,12548,5191,12046,4101,4503,736,4503,4424,11932,11676,5022,11238,11940
2729,4477,1469,4476,4462,4420,2136,1469,1469,1432,593,1469,4477,5862,5941,5955,5977,12430,3842,10937,11376,11631,3988,11716,12191,12499,Anson,10,10,10,0,31,5945,5931,5852,2729,172,102,23143,172,102,228,172,100,137,102,75,19608,4730,24446,21306,ANSON COUNTY,5946,2747,474,3101,3058,3100,9170,9158,8961,3414,8797,2507,2837,425,2836,2800,8654,8474,3342,8328,8657
