county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Wake,Raleigh 2,30655,2.94,2021-12-20,,
Wake,Raleigh 2,30655,11.42,2021-12-21,40568.6633183712,50930711.1708102
Wake,Raleigh 2,30655,17.29,2021-12-22,,
Wake,Raleigh 2,30655,11.74,2021-12-23,,
Wake,Raleigh 2,30655,24.14,2021-12-24,,
Wake,Raleigh 2,30655,9.46,2021-12-25,,
Wake,Raleigh 2,30655,2.61,2021-12-26,,
Wake,Raleigh 2,30655,7.18,2021-12-27,,
Wake,Raleigh 2,30655,68.18,2021-12-28,,
Wake,Raleigh 2,30655,64.92,2021-12-29,173407.130519217,223765794.389652
Wake,Raleigh 2,30655,49.58,2021-12-30,,
Wake,Raleigh 2,30655,65.24,2021-12-31,162823.091085579,213877956.359094
Wake,Raleigh 2,30655,22.83,2022-01-01,,
Wake,Raleigh 2,30655,41.1,2022-01-02,,
Wake,Raleigh 2,30655,16.64,2022-01-03,,
Wake,Raleigh 2,30655,81.55,2022-01-04,131371.491105284,314238860.389388
Wake,Raleigh 2,30655,77.64,2022-01-05,,
Wake,Raleigh 2,30655,75.35,2022-01-06,176398.88667919,245687641.444441
Wake,Raleigh 2,30655,87.75,2022-01-07,,
Wake,Raleigh 2,30655,59.7,2022-01-08,,
Wake,Raleigh 2,30655,60.02,2022-01-09,,
Wake,Raleigh 2,30655,7.18,2022-01-10,,
Wake,Raleigh 2,30655,74.38,2022-01-11,140723.273162299,185500151.691076
Wake,Raleigh 2,30655,74.05,2022-01-12,,
Wake,Raleigh 2,30655,65.24,2022-01-13,173490.608196994,220124436.583361
Wake,Raleigh 2,30655,59.7,2022-01-14,,
Wake,Raleigh 2,30655,67.2,2022-01-15,,
Wake,Raleigh 2,30655,35.23,2022-01-16,,
Wake,Raleigh 2,30655,2.94,2022-01-17,,
Wake,Raleigh 2,30655,30.34,2022-01-18,,
Wake,Raleigh 2,30655,85.14,2022-01-19,117107.183066468,154851662.875021
Wake,Raleigh 2,30655,78.94,2022-01-20,,
Wake,Raleigh 2,30655,58.39,2022-01-21,118151.014651265,156596672.62242
Wake,Raleigh 2,30655,13.37,2022-01-22,,
Wake,Raleigh 2,30655,3.91,2022-01-23,,
Wake,Raleigh 2,30655,7.83,2022-01-24,,
Wake,Raleigh 2,30655,59.7,2022-01-25,88072.2049122664,117319481.577978
Wake,Raleigh 2,30655,47.63,2022-01-26,,
Wake,Raleigh 2,30655,33.27,2022-01-27,48813.9844716655,63040143.8884082
Wake,Raleigh 2,30655,29.03,2022-01-28,,
Wake,Raleigh 2,30655,31.32,2022-01-29,,
Wake,Raleigh 2,30655,11.42,2022-01-30,,
Wake,Raleigh 2,30655,4.89,2022-01-31,,
Wake,Raleigh 2,30655,37.51,2022-02-01,59674.0820624834,74639706.2675743
Wake,Raleigh 2,30655,17.29,2022-02-02,,
Wake,Raleigh 2,30655,19.9,2022-02-03,35872.6257750948,44666070.6537659
Wake,Raleigh 2,30655,16.96,2022-02-04,,
Wake,Raleigh 2,30655,11.42,2022-02-05,,
Wake,Raleigh 2,30655,13.7,2022-02-06,,
Wake,Raleigh 2,30655,0.65,2022-02-07,,
Wake,Raleigh 2,30655,16.64,2022-02-08,22415.0427615028,31830823.1282993
Wake,Raleigh 2,30655,12.4,2022-02-09,,
Wake,Raleigh 2,30655,13.7,2022-02-10,16257.7922855473,20251424.4261101
Wake,Raleigh 2,30655,5.55,2022-02-11,,
Wake,Raleigh 2,30655,7.83,2022-02-12,,
Wake,Raleigh 2,30655,9.13,2022-02-13,,
Wake,Raleigh 2,30655,2.94,2022-02-14,,
Wake,Raleigh 2,30655,11.09,2022-02-15,11615.4196652553,14486608.9371606
Wake,Raleigh 2,30655,4.89,2022-02-16,,
Wake,Raleigh 2,30655,6.2,2022-02-17,19894.9915305335,25191532.4868912
Wake,Raleigh 2,30655,6.2,2022-02-18,,
Wake,Raleigh 2,30655,6.2,2022-02-19,,
Wake,Raleigh 2,30655,2.28,2022-02-20,,
Wake,Raleigh 2,30655,0.65,2022-02-21,,
Wake,Raleigh 2,30655,7.5,2022-02-22,10386.3506584363,13504155.7568419
Wake,Raleigh 2,30655,5.22,2022-02-23,,
Wake,Raleigh 2,30655,4.24,2022-02-24,9639.74273515638,12424313.1605638
Wake,Raleigh 2,30655,2.94,2022-02-25,,
Wake,Raleigh 2,30655,2.94,2022-02-26,,
Wake,Raleigh 2,30655,2.28,2022-02-27,,
Wake,Raleigh 2,30655,0.65,2022-02-28,,
Wake,Raleigh 2,30655,1.96,2022-03-01,6569.81278272068,8153226.60389803
Wake,Raleigh 2,30655,0.65,2022-03-02,,
Wake,Raleigh 3,7776,2.57,2021-10-07,,
Wake,Raleigh 3,7776,2.57,2021-10-08,,
Wake,Raleigh 3,7776,9,2021-10-09,,
Wake,Raleigh 3,7776,2.57,2021-10-10,,
Wake,Raleigh 3,7776,2.57,2021-10-11,,
Wake,Raleigh 3,7776,2.57,2021-10-12,,
Wake,Raleigh 3,7776,2.57,2021-10-13,,
Wake,Raleigh 3,7776,7.72,2021-10-14,,
Wake,Raleigh 3,7776,7.72,2021-10-15,,
Wake,Raleigh 3,7776,2.57,2021-10-16,,
Wake,Raleigh 3,7776,2.57,2021-10-17,,
Wake,Raleigh 3,7776,0,2021-10-18,,
Wake,Raleigh 3,7776,2.57,2021-10-19,,
Wake,Raleigh 3,7776,2.57,2021-10-20,,
Wake,Raleigh 3,7776,2.57,2021-10-21,24765.3952118677,21116147.5192637
Wake,Raleigh 3,7776,0,2021-10-22,,
Wake,Raleigh 3,7776,2.57,2021-10-23,,
Wake,Raleigh 3,7776,2.57,2021-10-24,,
Wake,Raleigh 3,7776,0,2021-10-25,,
Wake,Raleigh 3,7776,2.57,2021-10-26,17964.7901184512,22870440.4975348
Wake,Raleigh 3,7776,2.57,2021-10-27,,
Wake,Raleigh 3,7776,0,2021-10-28,11092.2809382798,9195995.75548521
Wake,Raleigh 3,7776,0,2021-10-29,,
Wake,Raleigh 3,7776,0,2021-10-30,,
Wake,Raleigh 3,7776,0,2021-10-31,,
Wake,Raleigh 3,7776,0,2021-11-01,,
Wake,Raleigh 3,7776,2.57,2021-11-02,6339.75967176151,5882541.86092202
Wake,Raleigh 3,7776,0,2021-11-03,,
Wake,Raleigh 3,7776,2.57,2021-11-04,5651.06294514581,4684983.29123638
Wake,Raleigh 3,7776,2.57,2021-11-05,,
Wake,Raleigh 3,7776,0,2021-11-06,,
Wake,Raleigh 3,7776,0,2021-11-07,,
Wake,Raleigh 3,7776,2.57,2021-11-08,,
Wake,Raleigh 3,7776,2.57,2021-11-09,0,942610.080903248
Wake,Raleigh 3,7776,0,2021-11-10,,
Wake,Raleigh 3,7776,2.57,2021-11-11,,
Wake,Raleigh 3,7776,2.57,2021-11-12,,
Wake,Raleigh 3,7776,2.57,2021-11-13,,
Wake,Raleigh 3,7776,2.57,2021-11-14,,
Wake,Raleigh 3,7776,0,2021-11-15,,
Wake,Raleigh 3,7776,2.57,2021-11-16,1528.07945015958,3305867.39320286
Wake,Raleigh 3,7776,2.57,2021-11-17,,
Wake,Raleigh 3,7776,6.43,2021-11-18,5456.57531360275,4765225.38413854
Wake,Raleigh 3,7776,2.57,2021-11-19,,
Wake,Raleigh 3,7776,2.57,2021-11-20,,
Wake,Raleigh 3,7776,2.57,2021-11-21,,
Wake,Raleigh 3,7776,0,2021-11-22,,
Wake,Raleigh 3,7776,2.57,2021-11-23,5804.54430468618,5505803.26920699
Wake,Raleigh 3,7776,2.57,2021-11-24,,
Wake,Raleigh 3,7776,2.57,2021-11-25,,
Wake,Raleigh 3,7776,2.57,2021-11-26,,
Wake,Raleigh 3,7776,2.57,2021-11-27,,
Wake,Raleigh 3,7776,0,2021-11-28,,
Wake,Raleigh 3,7776,2.57,2021-11-29,,
Wake,Raleigh 3,7776,2.57,2021-11-30,12575.0522829927,11593949.4559894
Wake,Raleigh 3,7776,2.57,2021-12-01,,
Wake,Raleigh 3,7776,7.72,2021-12-02,13362.0773664782,12871487.7961647
Wake,Raleigh 3,7776,2.57,2021-12-03,,
Wake,Raleigh 3,7776,2.57,2021-12-04,,
Wake,Raleigh 3,7776,2.57,2021-12-05,,
Wake,Raleigh 3,7776,2.57,2021-12-06,,
Wake,Raleigh 3,7776,7.72,2021-12-07,28021.1344958278,25049549.7908977
Wake,Raleigh 3,7776,6.43,2021-12-08,,
Wake,Raleigh 3,7776,2.57,2021-12-09,5462.58995560997,5503777.79191248
Wake,Raleigh 3,7776,6.43,2021-12-10,,
Wake,Raleigh 3,7776,2.57,2021-12-11,,
Wake,Raleigh 3,7776,2.57,2021-12-12,,
Wake,Raleigh 3,7776,2.57,2021-12-13,,
Wake,Raleigh 3,7776,10.29,2021-12-14,,
Wake,Raleigh 3,7776,7.72,2021-12-15,,
Wake,Raleigh 3,7776,2.57,2021-12-16,59329.7265007437,51812630.1767605
Wake,Raleigh 3,7776,2.57,2021-12-17,,
Wake,Raleigh 3,7776,2.57,2021-12-18,,
Wake,Raleigh 3,7776,9,2021-12-19,,
Wake,Raleigh 3,7776,2.57,2021-12-20,,
Wake,Raleigh 3,7776,2.57,2021-12-21,58649.6620236721,60043578.8647818
Wake,Raleigh 3,7776,2.57,2021-12-22,,
Wake,Raleigh 3,7776,11.57,2021-12-23,,
Wake,Raleigh 3,7776,16.72,2021-12-24,,
Wake,Raleigh 3,7776,2.57,2021-12-25,,
Wake,Raleigh 3,7776,7.72,2021-12-26,,
Wake,Raleigh 3,7776,2.57,2021-12-27,,
Wake,Raleigh 3,7776,54.01,2021-12-28,,
Wake,Raleigh 3,7776,79.73,2021-12-29,,
Wake,Raleigh 3,7776,75.87,2021-12-30,,
Wake,Raleigh 3,7776,65.59,2021-12-31,257182.025534022,260638720.814084
Wake,Raleigh 3,7776,25.72,2022-01-01,,
Wake,Raleigh 3,7776,36.01,2022-01-02,,
Wake,Raleigh 3,7776,20.58,2022-01-03,,
Wake,Raleigh 3,7776,72.02,2022-01-04,293133.625117025,726468029.519815
Wake,Raleigh 3,7776,109.31,2022-01-05,,
Wake,Raleigh 3,7776,104.17,2022-01-06,294176.07849985,551128235.282115
Wake,Raleigh 3,7776,68.16,2022-01-07,,
Wake,Raleigh 3,7776,74.59,2022-01-08,,
Wake,Raleigh 3,7776,50.15,2022-01-09,,
Wake,Raleigh 3,7776,12.86,2022-01-10,,
Wake,Raleigh 3,7776,96.45,2022-01-11,345673.205769992,504826910.926593
Wake,Raleigh 3,7776,65.59,2022-01-12,,
Wake,Raleigh 3,7776,79.73,2022-01-13,190764.801170483,228786490.171451
Wake,Raleigh 3,7776,77.16,2022-01-14,,
Wake,Raleigh 3,7776,63.01,2022-01-15,,
Wake,Raleigh 3,7776,24.43,2022-01-16,,
Wake,Raleigh 3,7776,10.29,2022-01-17,,
Wake,Raleigh 3,7776,48.87,2022-01-18,,
Wake,Raleigh 3,7776,73.3,2022-01-19,226866.992172898,340691012.669273
Wake,Raleigh 3,7776,68.16,2022-01-20,,
Wake,Raleigh 3,7776,50.15,2022-01-21,179455.045941043,319789496.092682
Wake,Raleigh 3,7776,7.72,2022-01-22,,
Wake,Raleigh 3,7776,2.57,2022-01-23,,
Wake,Raleigh 3,7776,2.57,2022-01-24,,
Wake,Raleigh 3,7776,60.44,2022-01-25,128276.74346957,194338996.413755
Wake,Raleigh 3,7776,37.29,2022-01-26,,
Wake,Raleigh 3,7776,30.86,2022-01-27,88908.5901361618,112662263.736954
Wake,Raleigh 3,7776,24.43,2022-01-28,,
Wake,Raleigh 3,7776,21.86,2022-01-29,,
Wake,Raleigh 3,7776,2.57,2022-01-30,,
Wake,Raleigh 3,7776,6.43,2022-01-31,,
Wake,Raleigh 3,7776,32.15,2022-02-01,32474.7914696923,38324627.6435257
Wake,Raleigh 3,7776,18,2022-02-02,,
Wake,Raleigh 3,7776,14.15,2022-02-03,135262.987139868,157433649.609011
Wake,Raleigh 3,7776,10.29,2022-02-04,,
Wake,Raleigh 3,7776,7.72,2022-02-05,,
Wake,Raleigh 3,7776,10.29,2022-02-06,,
Wake,Raleigh 3,7776,7.72,2022-02-07,,
Wake,Raleigh 3,7776,7.72,2022-02-08,15199.1567529255,169505141.333194
Wake,Raleigh 3,7776,10.29,2022-02-09,,
Wake,Raleigh 3,7776,9,2022-02-10,27427.8115240717,36819181.921971
Wake,Raleigh 3,7776,6.43,2022-02-11,,
Wake,Raleigh 3,7776,2.57,2022-02-12,,
Wake,Raleigh 3,7776,2.57,2022-02-13,,
Wake,Raleigh 3,7776,2.57,2022-02-14,,
Wake,Raleigh 3,7776,6.43,2022-02-15,45600.1825983187,56034199.1270709
Wake,Raleigh 3,7776,10.29,2022-02-16,,
Wake,Raleigh 3,7776,2.57,2022-02-17,25110.5397791445,27522409.2386132
Wake,Raleigh 3,7776,9,2022-02-18,,
Wake,Raleigh 3,7776,2.57,2022-02-19,,
Wake,Raleigh 3,7776,2.57,2022-02-20,,
Wake,Raleigh 3,7776,6.43,2022-02-21,,
Wake,Raleigh 3,7776,9,2022-02-22,10471.5686503981,11987125.4801535
Wake,Raleigh 3,7776,2.57,2022-02-23,,
Wake,Raleigh 3,7776,2.57,2022-02-24,7805.23619117321,9003977.24273929
Wake,Raleigh 3,7776,2.57,2022-02-25,,
Wake,Raleigh 3,7776,2.57,2022-02-26,,
Wake,Raleigh 3,7776,0,2022-02-27,,
Wake,Raleigh 3,7776,2.57,2022-02-28,,
Wake,Raleigh 3,7776,2.57,2022-03-01,15872.2377124336,17467010.148919
Wake,Raleigh 3,7776,,2022-03-02,,
Wilson,City of Wilson,49384,1.01,2021-06-05,,
Wilson,City of Wilson,49384,0.4,2021-06-06,,
Wilson,City of Wilson,49384,0.4,2021-06-07,,
Wilson,City of Wilson,49384,0.4,2021-06-08,,
Wilson,City of Wilson,49384,0.4,2021-06-09,,
Wilson,City of Wilson,49384,0.4,2021-06-10,,
Wilson,City of Wilson,49384,0.4,2021-06-11,,
Wilson,City of Wilson,49384,0.4,2021-06-12,,
Wilson,City of Wilson,49384,0.4,2021-06-13,,
Wilson,City of Wilson,49384,0.4,2021-06-14,,
Wilson,City of Wilson,49384,0.4,2021-06-15,,
Wilson,City of Wilson,49384,0.4,2021-06-16,,
Wilson,City of Wilson,49384,0.4,2021-06-17,,
Wilson,City of Wilson,49384,0.4,2021-06-18,,
Wilson,City of Wilson,49384,0.4,2021-06-19,2533.77189186398,5988905.08591915
Wilson,City of Wilson,49384,0.4,2021-06-20,,
Wilson,City of Wilson,49384,0.4,2021-06-21,,
Wilson,City of Wilson,49384,1.62,2021-06-22,,
Wilson,City of Wilson,49384,1.62,2021-06-23,2003.12256240101,4605608.73878455
Wilson,City of Wilson,49384,0.4,2021-06-24,,
Wilson,City of Wilson,49384,1.01,2021-06-25,,
Wilson,City of Wilson,49384,0.4,2021-06-26,0,685330.540302549
Wilson,City of Wilson,49384,0.4,2021-06-27,,
Wilson,City of Wilson,49384,0.4,2021-06-28,,
Wilson,City of Wilson,49384,0.4,2021-06-29,,
Wilson,City of Wilson,49384,1.01,2021-06-30,9810.70843517431,20272063.6572849
Wilson,City of Wilson,49384,0.4,2021-07-01,,
Wilson,City of Wilson,49384,0.4,2021-07-02,,
Wilson,City of Wilson,49384,0.4,2021-07-03,0,2905516.03566911
Wilson,City of Wilson,49384,0.4,2021-07-04,,
Wilson,City of Wilson,49384,0.4,2021-07-05,,
Wilson,City of Wilson,49384,1.01,2021-07-06,,
Wilson,City of Wilson,49384,1.62,2021-07-07,13490.737563232,24934809.9843875
Wilson,City of Wilson,49384,0.4,2021-07-08,,
Wilson,City of Wilson,49384,0.4,2021-07-09,,
Wilson,City of Wilson,49384,0.4,2021-07-10,0,934876.24724408
Wilson,City of Wilson,49384,0.4,2021-07-11,,
Wilson,City of Wilson,49384,0.4,2021-07-12,,
Wilson,City of Wilson,49384,0.4,2021-07-13,,
Wilson,City of Wilson,49384,1.21,2021-07-14,4000,9474350.01827007
Wilson,City of Wilson,49384,0.4,2021-07-15,,
Wilson,City of Wilson,49384,1.01,2021-07-16,,
Wilson,City of Wilson,49384,0.4,2021-07-17,0,636010.297337704
Wilson,City of Wilson,49384,0.4,2021-07-18,,
Wilson,City of Wilson,49384,0.4,2021-07-19,,
Wilson,City of Wilson,49384,2.23,2021-07-20,,
Wilson,City of Wilson,49384,0.4,2021-07-21,0,887764.373367212
Wilson,City of Wilson,49384,1.42,2021-07-22,,
Wilson,City of Wilson,49384,1.21,2021-07-23,,
Wilson,City of Wilson,49384,0.4,2021-07-24,0,4095593.75132327
Wilson,City of Wilson,49384,1.42,2021-07-25,,
Wilson,City of Wilson,49384,1.82,2021-07-26,,
Wilson,City of Wilson,49384,1.21,2021-07-27,,
Wilson,City of Wilson,49384,1.82,2021-07-28,4769.69600708473,16083492.7363988
Wilson,City of Wilson,49384,1.82,2021-07-29,,
Wilson,City of Wilson,49384,2.23,2021-07-30,,
Wilson,City of Wilson,49384,1.62,2021-07-31,,
Wilson,City of Wilson,49384,2.43,2021-08-01,,
Wilson,City of Wilson,49384,1.42,2021-08-02,,
Wilson,City of Wilson,49384,4.05,2021-08-03,,
Wilson,City of Wilson,49384,2.63,2021-08-04,7390.87274954724,19868130.5376907
Wilson,City of Wilson,49384,2.43,2021-08-05,,
Wilson,City of Wilson,49384,2.43,2021-08-06,,
Wilson,City of Wilson,49384,4.45,2021-08-07,0,2015078.52691876
Wilson,City of Wilson,49384,1.62,2021-08-08,,
Wilson,City of Wilson,49384,2.23,2021-08-09,,
Wilson,City of Wilson,49384,3.24,2021-08-10,,
Wilson,City of Wilson,49384,4.45,2021-08-11,34496.3766213207,100681647.318137
Wilson,City of Wilson,49384,3.04,2021-08-12,,
Wilson,City of Wilson,49384,5.47,2021-08-13,,
Wilson,City of Wilson,49384,3.85,2021-08-14,0,3809264.63065553
Wilson,City of Wilson,49384,1.82,2021-08-15,,
Wilson,City of Wilson,49384,3.44,2021-08-16,,
Wilson,City of Wilson,49384,5.67,2021-08-17,,
Wilson,City of Wilson,49384,3.44,2021-08-18,66238.206497459,182656558.478432
Wilson,City of Wilson,49384,4.86,2021-08-19,,
Wilson,City of Wilson,49384,6.07,2021-08-20,,
Wilson,City of Wilson,49384,6.28,2021-08-21,6093.02880347697,18779548.7759137
Wilson,City of Wilson,49384,4.25,2021-08-22,,
Wilson,City of Wilson,49384,4.45,2021-08-23,,
Wilson,City of Wilson,49384,6.88,2021-08-24,34872.983812688,81476495.8415188
Wilson,City of Wilson,49384,8.1,2021-08-25,,
Wilson,City of Wilson,49384,5.47,2021-08-26,,
Wilson,City of Wilson,49384,6.48,2021-08-27,,
Wilson,City of Wilson,49384,6.68,2021-08-28,,
Wilson,City of Wilson,49384,6.68,2021-08-29,,
Wilson,City of Wilson,49384,2.63,2021-08-30,,
Wilson,City of Wilson,49384,12.15,2021-08-31,66143.7827766148,121925208.177616
Wilson,City of Wilson,49384,10.33,2021-09-01,,
Wilson,City of Wilson,49384,8.3,2021-09-02,,
Wilson,City of Wilson,49384,7.69,2021-09-03,83964.2781187334,157686787.558999
Wilson,City of Wilson,49384,5.47,2021-09-04,,
Wilson,City of Wilson,49384,4.25,2021-09-05,,
Wilson,City of Wilson,49384,4.45,2021-09-06,,
Wilson,City of Wilson,49384,7.9,2021-09-07,,
Wilson,City of Wilson,49384,13.16,2021-09-08,120000,197415326.740522
Wilson,City of Wilson,49384,11.74,2021-09-09,,
Wilson,City of Wilson,49384,8.5,2021-09-10,25811.8189982806,44318330.0219598
Wilson,City of Wilson,49384,7.29,2021-09-11,,
Wilson,City of Wilson,49384,6.07,2021-09-12,,
Wilson,City of Wilson,49384,6.07,2021-09-13,,
Wilson,City of Wilson,49384,8.5,2021-09-14,62749.5019900557,97634086.8369972
Wilson,City of Wilson,49384,12.15,2021-09-15,,
Wilson,City of Wilson,49384,5.87,2021-09-16,,
Wilson,City of Wilson,49384,5.26,2021-09-17,39591.6657896584,60032542.7020203
Wilson,City of Wilson,49384,6.48,2021-09-18,,
Wilson,City of Wilson,49384,4.05,2021-09-19,,
Wilson,City of Wilson,49384,2.83,2021-09-20,,
Wilson,City of Wilson,49384,5.06,2021-09-21,12497.49974995,20436127.9836865
Wilson,City of Wilson,49384,3.64,2021-09-22,,
Wilson,City of Wilson,49384,5.26,2021-09-23,,
Wilson,City of Wilson,49384,3.64,2021-09-24,11979.148550711,26296092.2105635
Wilson,City of Wilson,49384,5.87,2021-09-25,,
Wilson,City of Wilson,49384,2.43,2021-09-26,,
Wilson,City of Wilson,49384,2.23,2021-09-27,,
Wilson,City of Wilson,49384,4.05,2021-09-28,32764.3098508118,50329690.0033626
Wilson,City of Wilson,49384,4.66,2021-09-29,,
Wilson,City of Wilson,49384,4.05,2021-09-30,,
Wilson,City of Wilson,49384,2.43,2021-10-01,10062.3058987491,15855727.4937538
Wilson,City of Wilson,49384,3.85,2021-10-02,,
Wilson,City of Wilson,49384,1.82,2021-10-03,,
Wilson,City of Wilson,49384,2.02,2021-10-04,,
Wilson,City of Wilson,49384,3.64,2021-10-05,38454.5185901475,57831920.0644948
Wilson,City of Wilson,49384,5.06,2021-10-06,,
Wilson,City of Wilson,49384,1.62,2021-10-07,,
Wilson,City of Wilson,49384,2.83,2021-10-08,8042.8539710727,11976121.6041666
Wilson,City of Wilson,49384,2.02,2021-10-09,,
Wilson,City of Wilson,49384,1.21,2021-10-10,,
Wilson,City of Wilson,49384,2.63,2021-10-11,,
Wilson,City of Wilson,49384,2.43,2021-10-12,11113.0553854464,17125978.9171953
Wilson,City of Wilson,49384,1.21,2021-10-13,,
Wilson,City of Wilson,49384,1.82,2021-10-14,,
Wilson,City of Wilson,49384,1.62,2021-10-15,,
Wilson,City of Wilson,49384,1.42,2021-10-16,,
Wilson,City of Wilson,49384,1.01,2021-10-17,,
Wilson,City of Wilson,49384,2.23,2021-10-18,,
Wilson,City of Wilson,49384,2.83,2021-10-19,10164.2756751281,14127679.6405086
Wilson,City of Wilson,49384,1.62,2021-10-20,,
Wilson,City of Wilson,49384,2.43,2021-10-21,,
Wilson,City of Wilson,49384,1.42,2021-10-22,14798.6485869487,21815770.9266545
Wilson,City of Wilson,49384,2.02,2021-10-23,,
Wilson,City of Wilson,49384,1.21,2021-10-24,,
Wilson,City of Wilson,49384,0.4,2021-10-25,,
Wilson,City of Wilson,49384,1.82,2021-10-26,12710.7238188862,17856029.0101218
Wilson,City of Wilson,49384,1.82,2021-10-27,,
Wilson,City of Wilson,49384,0.4,2021-10-28,,
Wilson,City of Wilson,49384,0.4,2021-10-29,0,2279656.34591913
Wilson,City of Wilson,49384,1.21,2021-10-30,,
Wilson,City of Wilson,49384,2.02,2021-10-31,,
Wilson,City of Wilson,49384,1.01,2021-11-01,,
Wilson,City of Wilson,49384,1.42,2021-11-02,11250,17392765.9854224
Wilson,City of Wilson,49384,2.43,2021-11-03,,
Wilson,City of Wilson,49384,1.42,2021-11-04,,
Wilson,City of Wilson,49384,0.4,2021-11-05,0,2550004.97482845
Wilson,City of Wilson,49384,0.4,2021-11-06,,
Wilson,City of Wilson,49384,0.4,2021-11-07,,
Wilson,City of Wilson,49384,0.4,2021-11-08,,
Wilson,City of Wilson,49384,2.63,2021-11-09,3102.41841149771,4527382.68381867
Wilson,City of Wilson,49384,2.83,2021-11-10,,
Wilson,City of Wilson,49384,0.4,2021-11-11,,
Wilson,City of Wilson,49384,1.21,2021-11-12,,
Wilson,City of Wilson,49384,1.42,2021-11-13,0,3217623.22526109
Wilson,City of Wilson,49384,1.42,2021-11-14,,
Wilson,City of Wilson,49384,0.4,2021-11-15,,
Wilson,City of Wilson,49384,2.02,2021-11-16,8196.79815537751,11494556.3468323
Wilson,City of Wilson,49384,1.82,2021-11-17,,
Wilson,City of Wilson,49384,1.01,2021-11-18,,
Wilson,City of Wilson,49384,1.42,2021-11-19,0,998024.136631475
Wilson,City of Wilson,49384,1.01,2021-11-20,,
Wilson,City of Wilson,49384,0.4,2021-11-21,,
Wilson,City of Wilson,49384,0.4,2021-11-22,,
Wilson,City of Wilson,49384,1.01,2021-11-23,0,3716841.93980709
Wilson,City of Wilson,49384,0.4,2021-11-24,,
